"Method","mse","se_mse"
"MC NNM",18.6272735878202,13.4370244213673
"IPS",80.2460890421867,19.8628523812187
"Factor Model Estimator",937.890995522306,99.7919069001017
"R1COMP",24.3207282150958,23.3073501869877
"ORACLE",5.01551293364589,6.11504577821502
