"Method","mse","se_mse"
"MC NNM",290.664531487359,3.65781413379929
"IPS",13.3549599948972,1.57772131288642
"Factor Model Estimator",14.4123521823102,1.18856908195307
"R1COMP",1.28428921588124,0.844607298651699
"ORACLE",0.0500282717392248,0.0284726624797491
