"Method","mse","se_mse"
"MC NNM",54.423681864358,2.69125274719309
"IPS",6.70389748172108,1.43548359249123
"Factor Model Estimator",0.934327497302191,0.343742379928083
"R1COMP",0.456778332718323,0.283171577281853
"ORACLE",0.0954938353204438,0.0783843886847647
