"Method","mse","se_mse"
"MC NNM",68.9708524914378,9.90590457399042
"IPS",23.1876694291061,7.03334565029621
"Factor Model Estimator",10.6529821101606,4.65537382151155
"R1COMP",14.2759841379932,6.90681025926076
"ORACLE",0.84458532883729,0.795280060249136
