"Method","mse","se_mse"
"MC NNM",156.217968121612,7.24184813707474
"IPS",6.52568946614798,2.21584962647818
"Factor Model Estimator",0.367324249639861,0.289243337598457
"R1COMP",0.446253009014046,0.299685725114691
"ORACLE",0.17416245065177,0.137595132053053
