"Method","mse","se_mse"
"MC NNM",278.524849822226,38.7185045566852
"IPS",12.6215940115064,1.02925941723995
"Factor Model Estimator",96.6745553965738,113.320799632601
"R1COMP",92.4026211755968,69.9597542335434
"ORACLE",0.0544052003628495,0.0308870571855059
