"Method","mse","se_mse"
"MC NNM",185.009498474431,6.70823881677375
"IPS",6.77412793417299,1.42182011429389
"Factor Model Estimator",10.0466247168683,1.2317877652633
"R1COMP",0.738125993017422,0.365933070035952
"ORACLE",0.153249951939648,0.118546073492127
