Code,Title,Season,Episode,Rating,smoothedRating,Episode Number,Number of Episodes,Prop Through Series,main_character_left
tt0043175,The Amos 'n Andy Show,1.0,15.0,8.5,7.995218866709656,15.0,74,0.20270270270270271,0
tt0043175,The Amos 'n Andy Show,1.0,16.0,7.9,8.121654580778875,16.0,74,0.21621621621621623,0
tt0043175,The Amos 'n Andy Show,1.0,18.0,7.2,8.399999999999999,18.0,74,0.24324324324324326,0
tt0043175,The Amos 'n Andy Show,1.0,19.0,8.6,8.600000000000021,19.0,74,0.25675675675675674,0
tt0043175,The Amos 'n Andy Show,1.0,21.0,8.2,8.316037747318592,21.0,74,0.28378378378378377,0
tt0043175,The Amos 'n Andy Show,1.0,22.0,8.5,8.47228968900361,22.0,74,0.2972972972972973,0
tt0043175,The Amos 'n Andy Show,1.0,23.0,8.7,8.489949837569453,23.0,74,0.3108108108108108,0
tt0043175,The Amos 'n Andy Show,1.0,25.0,7.5,8.314966112724063,25.0,74,0.33783783783783783,0
tt0043175,The Amos 'n Andy Show,1.0,26.0,8.7,8.35016627989032,26.0,74,0.35135135135135137,0
tt0043175,The Amos 'n Andy Show,2.0,1.0,8.0,8.1461694458307,28.0,74,0.3783783783783784,0
tt0043175,The Amos 'n Andy Show,2.0,3.0,8.3,8.3,29.0,74,0.3918918918918919,0
tt0043175,The Amos 'n Andy Show,2.0,5.0,8.2,8.255323668359459,31.0,74,0.4189189189189189,0
tt0043175,The Amos 'n Andy Show,2.0,6.0,8.0,8.146102644916098,32.0,74,0.43243243243243246,0
tt0043175,The Amos 'n Andy Show,2.0,7.0,8.3,8.353352161337297,33.0,74,0.44594594594594594,0
tt0043175,The Amos 'n Andy Show,2.0,10.0,8.3,8.43714486023498,35.0,74,0.47297297297297297,0
tt0043175,The Amos 'n Andy Show,2.0,12.0,8.3,8.380490084838288,36.0,74,0.4864864864864865,0
tt0043175,The Amos 'n Andy Show,2.0,14.0,7.9,8.027444175022815,38.0,74,0.5135135135135135,0
tt0043175,The Amos 'n Andy Show,2.0,15.0,7.7,7.8784556243178825,39.0,74,0.527027027027027,0
tt0043175,The Amos 'n Andy Show,2.0,17.0,8.2,8.296607059314153,41.0,74,0.5540540540540541,0
tt0043175,The Amos 'n Andy Show,2.0,18.0,8.4,8.343833506258301,42.0,74,0.5675675675675675,0
tt0043175,The Amos 'n Andy Show,2.0,19.0,8.4,8.371600718866299,43.0,74,0.581081081081081,0
tt0043175,The Amos 'n Andy Show,2.0,21.0,8.6,8.357820875088786,45.0,74,0.6081081081081081,0
tt0043175,The Amos 'n Andy Show,2.0,22.0,8.1,8.051640386125168,46.0,74,0.6216216216216216,0
tt0043175,The Amos 'n Andy Show,2.0,24.0,8.0,7.818153061041887,48.0,74,0.6486486486486487,0
tt0043175,The Amos 'n Andy Show,2.0,25.0,7.9,7.827275572063107,49.0,74,0.6621621621621622,0
tt0043175,The Amos 'n Andy Show,3.0,3.0,8.6,7.984713100513293,51.0,74,0.6891891891891891,0
tt0043175,The Amos 'n Andy Show,3.0,4.0,8.0,8.220827178444338,52.0,74,0.7027027027027027,0
tt0043175,The Amos 'n Andy Show,3.0,5.0,8.4,8.198367452322625,53.0,74,0.7162162162162162,0
tt0043175,The Amos 'n Andy Show,3.0,7.0,8.0,8.02860613135325,55.0,74,0.7432432432432432,0
tt0043175,The Amos 'n Andy Show,3.0,8.0,8.0,8.0,56.0,74,0.7567567567567568,0
tt0043175,The Amos 'n Andy Show,3.0,10.0,8.5,8.222999791542826,58.0,74,0.7837837837837838,0
tt0043175,The Amos 'n Andy Show,3.0,11.0,8.1,8.099999999999998,59.0,74,0.7972972972972973,0
tt0043175,The Amos 'n Andy Show,3.0,13.0,7.5,7.6772327331500065,61.0,74,0.8243243243243243,0
tt0043175,The Amos 'n Andy Show,4.0,1.0,7.9,7.843672804512523,62.0,74,0.8378378378378378,0
tt0043175,The Amos 'n Andy Show,4.0,2.0,8.1,8.15712863162063,63.0,74,0.8513513513513513,0
tt0043175,The Amos 'n Andy Show,4.0,4.0,8.6,8.57146361825755,65.0,74,0.8783783783783784,0
tt0043175,The Amos 'n Andy Show,4.0,5.0,8.6,8.600000000000003,66.0,74,0.8918918918918919,0
tt0043175,The Amos 'n Andy Show,4.0,7.0,7.6,8.085432383096471,68.0,74,0.918918918918919,0
tt0043175,The Amos 'n Andy Show,4.0,8.0,8.0,8.059571222755734,69.0,74,0.9324324324324325,0
tt0043175,The Amos 'n Andy Show,4.0,10.0,7.9,8.019768821891557,71.0,74,0.9594594594594594,0
tt0043175,The Amos 'n Andy Show,4.0,11.0,7.7,7.7006210177521375,72.0,74,0.972972972972973,0
tt0043208,I Love Lucy,1.0,3.0,8.5,8.310921125981737,4.0,181,0.022099447513812154,0
tt0043208,I Love Lucy,1.0,7.0,8.6,8.392970406110885,8.0,181,0.04419889502762431,0
tt0043208,I Love Lucy,1.0,10.0,8.2,8.229191864719642,11.0,181,0.06077348066298342,0
tt0043208,I Love Lucy,1.0,14.0,7.6,8.12673854506523,15.0,181,0.08287292817679558,0
tt0043208,I Love Lucy,1.0,17.0,8.3,8.320719732215311,18.0,181,0.09944751381215469,0
tt0043208,I Love Lucy,1.0,21.0,8.6,8.514772136577864,22.0,181,0.12154696132596685,0
tt0043208,I Love Lucy,1.0,24.0,8.7,8.497354811477527,25.0,181,0.13812154696132597,0
tt0043208,I Love Lucy,1.0,28.0,8.0,8.406833572697845,29.0,181,0.16022099447513813,0
tt0043208,I Love Lucy,1.0,31.0,8.3,8.458667941351552,32.0,181,0.17679558011049723,0
tt0043208,I Love Lucy,1.0,35.0,8.7,8.616576149754136,36.0,181,0.19889502762430938,0
tt0043208,I Love Lucy,2.0,3.0,8.6,8.574582285803356,39.0,181,0.2154696132596685,0
tt0043208,I Love Lucy,2.0,7.0,8.4,8.492324073194938,43.0,181,0.23756906077348067,0
tt0043208,I Love Lucy,2.0,10.0,8.7,8.345720899501066,46.0,181,0.2541436464088398,0
tt0043208,I Love Lucy,2.0,14.0,8.2,8.300776801965297,50.0,181,0.27624309392265195,0
tt0043208,I Love Lucy,2.0,17.0,8.6,8.45430888455725,53.0,181,0.292817679558011,0
tt0043208,I Love Lucy,2.0,21.0,8.7,8.500526361887196,57.0,181,0.3149171270718232,0
tt0043208,I Love Lucy,2.0,25.0,8.4,8.471224870134524,61.0,181,0.3370165745856354,0
