"Method","mse","se_mse"
"MC NNM",34.7102074861194,1.5881215002247
"IPS",33.2017977454286,3.11271920363463
"Factor Model Estimator",247.209111851832,3.70242550560045
"R1COMP",0.96326275168445,0.307930638610008
"ORACLE",0.0474109120946172,0.0281340206072825
