county_number,county,order_year,order_month,order_amount,order_revenue,number_of_orders
19,chickasaw,2016,11,2235.99,28404.3,299
19,chickasaw,2016,12,3231.7,37621.95,350
19,chickasaw,2017,1,3273.51,39968.75,415
19,chickasaw,2017,2,3032.76,31042.36,299
19,chickasaw,2017,3,2178.25,28462.71,247
19,chickasaw,2017,4,1999.87,23588.92,198
19,chickasaw,2017,5,3359.7,38143.5,243
19,chickasaw,2017,6,2205.3,26038.42,255
19,chickasaw,2017,7,2769.39,33826.4,296
19,chickasaw,2017,8,2427.22,29449.53,243
19,chickasaw,2017,9,1237.89,16502.57,176
19,chickasaw,2017,10,3419.25,39310.95,273
19,chickasaw,2017,11,2053.3,26709.49,247
19,chickasaw,2017,12,2765.97,35354.21,229
19,chickasaw,2018,1,2408.05,29728.32,277
19,chickasaw,2018,2,3277.55,38662.35,226
19,chickasaw,2018,3,1886.57,22851.63,197
19,chickasaw,2018,4,2676.9,31984.51,250
19,chickasaw,2018,5,3795.02,40996.22,205
19,chickasaw,2018,6,3394.82,39403.95,432
19,chickasaw,2018,7,1718.24,20239.97,231
19,chickasaw,2018,8,3076.31,37529.44,307
19,chickasaw,2018,9,1395.24,17866.7,201
19,chickasaw,2018,10,3501.35,51459.91,336
19,chickasaw,2018,11,2816.82,34109.47,266
19,chickasaw,2018,12,4706.7,52269.03,338
19,chickasaw,2019,1,3187.57,41984.81,362
19,chickasaw,2019,2,3777.17,42798.25,255
19,chickasaw,2019,3,3044.45,44791.34,235
19,chickasaw,2019,4,2576.2,28385.55,293
19,chickasaw,2019,5,4575.74,48826.66,236
19,chickasaw,2019,6,3282.74,46666.26,316
19,chickasaw,2019,7,2921.18,34555.53,305
19,chickasaw,2019,8,4334.25,50365.64,259
19,chickasaw,2019,9,3768.1,44622.67,266
19,chickasaw,2019,10,2755.72,36100.67,296
19,chickasaw,2019,11,3121.8,43092.32,274
19,chickasaw,2019,12,5126.92,64504.93,298
19,chickasaw,2020,5,4562.45,50737.04,272
19,chickasaw,2020,6,4343.5,61506.55,423
19,chickasaw,2020,11,2191.16,29590.42,258
20,clarke,2012,1,2587.6,32483.46,356
20,clarke,2012,2,2559.9,29798.97,379
20,clarke,2012,3,2982.92,34664.42,386
20,clarke,2012,4,3318.3,38967.93,465
20,clarke,2012,5,3633.22,42761.81,429
20,clarke,2012,6,2661.6,34718.71,415
20,clarke,2012,7,3590.47,43949.43,573
20,clarke,2012,8,3744.72,46295.26,598
20,clarke,2012,9,2229.07,31068.59,358
20,clarke,2012,10,5459.78,70649.89,604
20,clarke,2012,11,3047.74,40355.11,506
20,clarke,2012,12,4361.92,59473.72,608
20,clarke,2013,1,2956.05,37418.71,411
20,clarke,2013,2,3223.84,39348.94,388
20,clarke,2013,3,2769.01,34284.53,408
20,clarke,2013,4,3825.9,48228.45,488
20,clarke,2013,5,3693.33,47043.67,431
20,clarke,2013,6,3733.72,45213.83,472
20,clarke,2013,7,3405.35,42571.1,470
20,clarke,2013,8,3559.44,44292,474
20,clarke,2013,9,3084.92,38403.12,368
20,clarke,2013,10,4712.85,60930.18,546
20,clarke,2013,11,3323.6,44597.92,443
20,clarke,2013,12,4660.8,69043.84,587
20,clarke,2014,1,4096.05,53167.96,549
20,clarke,2014,2,4053.5,47027.04,368
20,clarke,2014,3,2993.25,38528.86,451
20,clarke,2014,4,3079.05,36492.34,311
20,clarke,2014,5,3913.9,50386.86,460
20,clarke,2014,6,3412.24,42873.74,436
20,clarke,2014,7,3706.9,47051.56,452
20,clarke,2014,8,2984.3,38433.24,401
20,clarke,2014,9,2658.8,34446.57,326
20,clarke,2014,10,6616.9,96449.46,448
20,clarke,2014,11,3604.65,46766.58,435
20,clarke,2014,12,4400.05,63299.06,521
20,clarke,2015,1,2482.02,31866.06,342
20,clarke,2015,2,2894.19,37946.86,456
20,clarke,2015,3,4484.65,67606.26,501
20,clarke,2015,4,4478.15,59946.14,534
20,clarke,2015,5,4363.65,56060.69,454
20,clarke,2015,6,3126.02,39316.33,450
20,clarke,2015,7,5807.5,77808.51,533
20,clarke,2015,8,2293,30703.02,387
20,clarke,2015,9,3756.55,44721.46,430
20,clarke,2015,10,6630.82,95946.44,571
20,clarke,2015,11,2678.5,36892.89,392
20,clarke,2015,12,5354.4,86609.25,609
20,clarke,2016,1,2883.8,39273.25,327
20,clarke,2016,2,3469.55,43003.2,345
20,clarke,2016,3,2842,37938.86,432
20,clarke,2016,4,3004.75,40391.38,391
20,clarke,2016,5,2669.85,37228.57,389
20,clarke,2016,6,4275.1,54957.12,520
20,clarke,2016,7,4237.3,57568.09,472
20,clarke,2016,8,3631.55,40282.97,372
20,clarke,2016,9,5905.5,83055.98,510
20,clarke,2016,10,3731.27,57189.18,433
20,clarke,2016,11,3331.45,50042.59,303
20,clarke,2016,12,5636.13,88508.08,563
20,clarke,2017,1,2572.52,33786.43,317
20,clarke,2017,2,4625,65337.97,350
20,clarke,2017,3,2991,39478.01,416
20,clarke,2017,4,3026.65,40142.32,391
20,clarke,2017,5,2932.35,39520.99,442
20,clarke,2017,6,4056.27,52738.47,494
20,clarke,2017,7,3818.65,46208.2,450
20,clarke,2017,8,3322.5,43374.45,487
20,clarke,2017,9,4963.6,70042.72,519
20,clarke,2017,10,3368.45,48433.43,464
20,clarke,2017,11,3000.37,43572.67,389
20,clarke,2017,12,4859.31,68132.19,599
20,clarke,2018,1,2427,33433.01,366
20,clarke,2018,2,3135.6,42715.11,351
20,clarke,2018,3,4171.72,56488.41,559
20,clarke,2018,4,2989.2,42790,388
20,clarke,2018,5,4105.43,54600.08,466
20,clarke,2018,6,5412.85,82689.68,558
20,clarke,2018,7,2633.55,35477.5,358
20,clarke,2018,8,4138.5,57174.99,547
20,clarke,2018,9,3579.82,45736.93,367
20,clarke,2018,10,8847.95,142172.93,796
20,clarke,2018,11,4645.15,68759.75,555
20,clarke,2018,12,3752.52,53505.24,538
20,clarke,2019,1,3888.71,55036.35,437
20,clarke,2019,2,7484.21,89660.23,440
20,clarke,2019,3,4363.11,62075.84,548
20,clarke,2019,4,3269.99,44193.43,486
20,clarke,2019,5,5964.02,91183.59,699
20,clarke,2019,6,3126.58,46468.01,440
20,clarke,2019,7,3525.61,47771.41,508
20,clarke,2019,8,4245.65,57360.5,526
20,clarke,2019,9,3346.47,51087.43,525
20,clarke,2019,10,3335.84,52499.15,479
20,clarke,2019,11,6334.89,95665.89,630
20,clarke,2019,12,2729.56,42439.11,321
20,clarke,2020,5,6362,88634.49,672
20,clarke,2020,6,4086.35,64953.66,495
20,clarke,2020,7,1333.6,18999.46,89
20,clarke,2020,11,5313.75,80864.92,492
21,clay,2012,1,7634.64,82686.77,1273
21,clay,2012,2,9441.87,99229,1302
21,clay,2012,3,8957.91,96101.01,1135
21,clay,2012,4,8154.29,92323.89,1120
21,clay,2012,5,15473.52,165265.18,1524
21,clay,2012,6,10532.43,121547.1,1320
21,clay,2012,7,8740.11,95585.69,1089
21,clay,2012,8,10646.14,118141.17,1349
21,clay,2012,9,7820.58,92380.92,1159
21,clay,2012,10,16050.84,198751.65,1339
21,clay,2012,11,9070.84,107715.88,1136
21,clay,2012,12,12065.24,157295.63,1464
21,clay,2013,1,8915.55,98376.21,1127
21,clay,2013,2,9220.83,99091.13,1038
21,clay,2013,3,7696.71,88440.24,988
21,clay,2013,4,10456.25,123881.46,1301
21,clay,2013,5,11768.83,134249.7,1143
21,clay,2013,6,8929.06,104090.85,1055
21,clay,2013,7,12109.59,142963.62,1490
21,clay,2013,8,9605.66,115128.91,991
21,clay,2013,9,10419.87,120904.44,1220
21,clay,2013,10,14868.22,180657.06,1303
21,clay,2013,11,7515.87,89276.01,1007
21,clay,2013,12,12583.39,166013.21,1531
21,clay,2014,1,8895.26,104421.51,1027
21,clay,2014,2,10693.14,117218.47,1014
21,clay,2014,3,7076.05,87785.24,1042
21,clay,2014,4,10883.28,124706.32,1389
21,clay,2014,5,10405.89,121156.07,1182
21,clay,2014,6,10698.29,121257.99,1277
21,clay,2014,7,10311.85,125717.68,1345
21,clay,2014,8,10330.69,121686.02,1209
21,clay,2014,9,11185.77,139430.83,1353
21,clay,2014,10,10436.32,120984.04,1129
21,clay,2014,11,10171.53,130192.93,1426
21,clay,2014,12,12474.16,165242.19,1438
21,clay,2015,1,9265.29,111982.03,1065
21,clay,2015,2,10740.47,132653.83,1120
21,clay,2015,3,10317.07,128377.5,1291
21,clay,2015,4,8726.23,106109.85,1121
21,clay,2015,5,13698.15,151400.23,1320
21,clay,2015,6,11070.13,137155.79,1576
21,clay,2015,7,9638.36,122930.86,1298
21,clay,2015,8,9189.08,113527.04,1227
21,clay,2015,9,12267.64,151942.86,1481
21,clay,2015,10,11242.92,131975.73,1077
21,clay,2015,11,7970.79,103762.47,1062
21,clay,2015,12,12796.56,179992.54,1793
21,clay,2016,1,7943.05,99088.82,1198
21,clay,2016,2,9544.15,108341.16,1159
21,clay,2016,3,9752.59,125047.3,1503
21,clay,2016,4,8429.95,102660.82,1211
21,clay,2016,5,14085.05,170378.2,1735
21,clay,2016,6,9320.75,121588.72,1290
21,clay,2016,7,8889.55,108890.07,1145
21,clay,2016,8,9971.47,137899.04,1683
21,clay,2016,9,9153.92,118103.48,1190
21,clay,2016,10,8018.68,101644.66,1073
21,clay,2016,11,13087.38,179694.15,1757
21,clay,2016,12,12243.96,169496.18,1594
21,clay,2017,1,7962.1,102304.76,1221
21,clay,2017,2,8765.91,100415.56,997
21,clay,2017,3,10186.49,132329.69,1538
21,clay,2017,4,8612.6,110062.85,1190
21,clay,2017,5,11602.05,146368.72,1691
21,clay,2017,6,11499.47,150275.1,1617
21,clay,2017,7,11320.59,138184.22,1482
21,clay,2017,8,9827.63,121196.74,1454
21,clay,2017,9,12382.47,154994.11,1257
21,clay,2017,10,8498.58,110386.93,1111
21,clay,2017,11,12286.22,169599.31,1703
21,clay,2017,12,10893.25,144372.76,1518
21,clay,2018,1,10395.47,133829.1,1567
21,clay,2018,2,7628.77,97354.26,1163
21,clay,2018,3,9183.43,113160.67,1291
21,clay,2018,4,7805.41,103774.49,1271
21,clay,2018,5,15311.4,183610.39,1698
21,clay,2018,6,9490.38,128128.06,1202
21,clay,2018,7,11307.58,146430.41,1363
21,clay,2018,8,12531.5,166325,1408
21,clay,2018,9,11592.06,149142.62,1225
21,clay,2018,10,11758.46,163158.7,1282
21,clay,2018,11,10548.21,154586.41,1199
21,clay,2018,12,11765.08,163911.05,1471
21,clay,2019,1,9415.45,121936.12,1249
21,clay,2019,2,8859.59,113116.11,929
21,clay,2019,3,8269.02,112161.3,1060
21,clay,2019,4,9562.48,121473.2,1163
21,clay,2019,5,16442.36,223386.13,1707
21,clay,2019,6,8515.03,115499.4,1216
21,clay,2019,7,15046.99,194396.81,1608
21,clay,2019,8,10509.74,147155.1,1304
21,clay,2019,9,11317.25,165061.48,1342
21,clay,2019,10,10850.18,163301.2,1518
21,clay,2019,11,11134.3,156975.56,1354
21,clay,2019,12,11307.95,158778.43,1127
21,clay,2020,5,14914.43,196354.16,1544
21,clay,2020,6,12353.77,187175.87,1692
21,clay,2020,7,2554.26,37440.18,375
21,clay,2020,11,7635.36,120643.02,1104
22,clayton,2012,1,2720,33751.26,617
22,clayton,2012,2,2341.87,27344.26,500
22,clayton,2012,3,2626.76,32361.12,603
22,clayton,2012,4,4273.09,55082.45,856
22,clayton,2012,5,3377.91,41922.43,755
22,clayton,2012,6,3705.34,46060.86,861
22,clayton,2012,7,4298.67,53779.48,986
22,clayton,2012,8,3497.54,44364.82,860
22,clayton,2012,9,2774.16,34466.18,652
22,clayton,2012,10,3757.74,48880.35,913
22,clayton,2012,11,2947.71,36684.33,714
22,clayton,2012,12,4036.46,53645.85,937
22,clayton,2013,1,2903.77,35586.4,705
22,clayton,2013,2,2350.4,28843.96,594
22,clayton,2013,3,3156.35,41020.28,822
22,clayton,2013,4,3669.58,47640.55,924
22,clayton,2013,5,3523.58,45482.19,737
22,clayton,2013,6,3561.23,47411.47,709
22,clayton,2013,7,5015.21,65547.68,997
22,clayton,2013,8,3801.15,50979.16,765
22,clayton,2013,9,3997.07,51300.21,831
22,clayton,2013,10,3161.4,39167.18,647
22,clayton,2013,11,2556.1,33158.55,513
22,clayton,2013,12,4180.85,57899.38,835
22,clayton,2014,1,3241.5,41415.89,623
22,clayton,2014,2,3636.3,44184.02,748
22,clayton,2014,3,4889.19,61670.11,973
22,clayton,2014,4,3887.17,49790.12,786
22,clayton,2014,5,3681.3,46111.27,753
22,clayton,2014,6,5692.31,71568.35,1097
22,clayton,2014,7,5416.44,69490.57,1094
22,clayton,2014,8,5584.12,72622.06,1086
22,clayton,2014,9,4688.37,60235.49,909
22,clayton,2014,10,4459.71,56527.49,850
22,clayton,2014,11,3563.27,44706.23,697
22,clayton,2014,12,5216.04,68497.62,1138
22,clayton,2015,1,4193.29,55374.83,864
22,clayton,2015,2,3565.08,46237.93,702
22,clayton,2015,3,4683.7,61268.62,922
22,clayton,2015,4,3969.51,52057.66,817
22,clayton,2015,5,4179.68,54037.25,777
22,clayton,2015,6,5712.76,76736.49,1106
22,clayton,2015,7,4883.16,62773.68,966
22,clayton,2015,8,5543.45,73197.44,1077
22,clayton,2015,9,4552.5,61187.48,893
22,clayton,2015,10,3970.27,51542.47,740
22,clayton,2015,11,4453.64,58241.42,848
22,clayton,2015,12,3637.85,49483.28,780
22,clayton,2016,1,3493.92,46867.22,722
22,clayton,2016,2,4378.96,55189.05,846
22,clayton,2016,3,3580.68,48243.28,718
22,clayton,2016,4,3602.3,46301.64,740
22,clayton,2016,5,5015.3,63318.29,928
22,clayton,2016,6,5386.51,70128.52,1014
22,clayton,2016,7,4579.4,60649.39,967
22,clayton,2016,8,4606.49,64922.42,1018
22,clayton,2016,9,4238.51,55270.36,816
22,clayton,2016,10,5034.16,67249.49,989
22,clayton,2016,11,3834.9,52780.66,810
22,clayton,2016,12,4678.48,61224.74,911
22,clayton,2017,1,4018.93,51537.82,807
22,clayton,2017,2,3456.62,43743.75,624
22,clayton,2017,3,3868.9,54681.53,1059
22,clayton,2017,4,4530.36,60896.59,842
22,clayton,2017,5,4836.26,62171.41,896
22,clayton,2017,6,5675.66,73606.95,1022
22,clayton,2017,7,5488.72,72999.94,1079
22,clayton,2017,8,5017.11,66411.53,918
22,clayton,2017,9,3973.86,50884,725
22,clayton,2017,10,4919.92,65079.55,946
22,clayton,2017,11,3677.62,48276.42,682
22,clayton,2017,12,5447.22,76341.83,995
22,clayton,2018,1,3659.89,47935.35,743
22,clayton,2018,2,3739.32,48670.2,751
22,clayton,2018,3,4743.42,62311.86,882
22,clayton,2018,4,4592.86,58918.9,764
22,clayton,2018,5,4287.55,57221.27,744
22,clayton,2018,6,6745,89143.54,1136
22,clayton,2018,7,5081.67,67969.43,898
22,clayton,2018,8,6861.45,93950.43,1204
22,clayton,2018,9,3698.26,50499.31,643
22,clayton,2018,10,5344.41,69120.1,915
22,clayton,2018,11,4175.59,56565.64,804
22,clayton,2018,12,5264.7,74442.11,1001
22,clayton,2019,1,3616.4,48420.2,647
22,clayton,2019,2,3696.58,48716.53,729
22,clayton,2019,3,4616.12,64650.1,841
22,clayton,2019,4,4851.98,64833.86,878
22,clayton,2019,5,6302.08,87127.16,1093
22,clayton,2019,6,5241.1,69659.29,856
22,clayton,2019,7,3931.04,55260.35,684
22,clayton,2019,8,5747.01,80887.14,919
22,clayton,2019,9,3005.25,42211.4,565
22,clayton,2019,10,3497.88,46300.87,629
22,clayton,2019,11,4068.91,54536.63,707
22,clayton,2019,12,2064.07,27414.28,365
22,clayton,2020,5,5878.16,82119.44,1101
22,clayton,2020,6,5045.1,72973.37,885
22,clayton,2020,7,810,12886.5,157
22,clayton,2020,11,3016.5,40121.11,559
23,clinton,2012,1,22007.9,268039.91,2150
23,clinton,2012,2,16413.79,210816.99,1704
23,clinton,2012,3,19855.48,248466.62,1853
23,clinton,2012,4,17271.48,221675.41,1808
23,clinton,2012,5,23593.22,295057.99,2315
23,clinton,2012,6,21071.73,268233.47,2071
23,clinton,2012,7,24419.1,298416.98,2311
23,clinton,2012,8,19505.61,243952.52,2088
23,clinton,2012,9,17895.12,223055.56,1999
23,clinton,2012,10,32688.77,439177.19,2649
23,clinton,2012,11,18493.27,238242.62,1995
23,clinton,2012,12,25728.1,331197.06,2709
23,clinton,2013,1,17238.66,216305.6,1816
23,clinton,2013,2,18260.76,245742.12,2372
23,clinton,2013,3,18732.19,249248.27,2355
23,clinton,2013,4,24314.21,306891.85,2732
23,clinton,2013,5,21144.96,264368.2,2238
23,clinton,2013,6,17922.73,232331.2,2074
23,clinton,2013,7,21409.06,272588.05,2329
23,clinton,2013,8,23330.85,308631.71,2721
23,clinton,2013,9,18390,239099.14,2258
23,clinton,2013,10,31449.07,432290.44,2790
23,clinton,2013,11,16426.38,213634.11,1997
23,clinton,2013,12,22534.55,307538.8,2618
23,clinton,2014,1,22442.4,288022.59,2551
23,clinton,2014,2,19332.32,253778.05,2079
23,clinton,2014,3,17005.93,224870.71,2040
23,clinton,2014,4,19123.09,247030.99,2258
23,clinton,2014,5,23731.39,302155.69,2801
23,clinton,2014,6,18571.95,242218.98,2115
23,clinton,2014,7,23870.26,303114.68,2978
23,clinton,2014,8,19522.68,255619.14,2358
23,clinton,2014,9,18328.46,237288.07,2121
23,clinton,2014,10,28115.92,374549.04,2806
23,clinton,2014,11,17337.45,231216.04,2219
23,clinton,2014,12,27365.54,372459.43,3153
23,clinton,2015,1,18245.65,236001.86,2182
23,clinton,2015,2,19374.44,254401.94,2157
23,clinton,2015,3,18237.11,241590.4,2075
23,clinton,2015,4,23958.85,311569.04,2648
23,clinton,2015,5,19029.08,255171.83,2158
23,clinton,2015,6,20313.82,268104.44,2176
23,clinton,2015,7,25272.51,333052.85,2736
23,clinton,2015,8,18851.28,241598.54,2192
23,clinton,2015,9,19276.41,253695.03,2215
23,clinton,2015,10,25591.77,330821.53,2716
23,clinton,2015,11,18762.33,265437.98,2274
23,clinton,2015,12,29092.46,409811.36,3194
23,clinton,2016,1,15958.34,220117.27,1990
23,clinton,2016,2,18041.95,240936.69,2004
23,clinton,2016,3,22457.31,295011.99,2455
23,clinton,2016,4,18553.85,247527.71,2038
23,clinton,2016,5,18489.11,247631.8,2039
23,clinton,2016,6,24480.2,318888.13,2630
23,clinton,2016,7,18332.18,242794.36,1987
23,clinton,2016,8,20259.33,294738.89,2653
23,clinton,2016,9,19963.94,273687.48,2213
23,clinton,2016,10,19541.87,285235.28,2365
23,clinton,2016,11,26536.03,358727.22,2969
23,clinton,2016,12,24474.85,342539.26,2753
23,clinton,2017,1,17290.31,233502.19,2098
23,clinton,2017,2,18128.48,251405.16,2037
23,clinton,2017,3,24524.6,353564.93,2771
23,clinton,2017,4,20984.61,286516.37,2382
23,clinton,2017,5,25018.46,342132.21,2845
23,clinton,2017,6,22971.51,312211.98,2552
23,clinton,2017,7,19530.91,268311.88,2145
23,clinton,2017,8,27125.64,364364.08,2933
23,clinton,2017,9,19984.44,273467.99,2288
23,clinton,2017,10,20129.04,284222.9,2381
23,clinton,2017,11,26468.85,370582.09,3016
23,clinton,2017,12,25686.71,367196.72,2844
23,clinton,2018,1,22171.72,294047.99,2637
23,clinton,2018,2,18943.17,272016.74,2239
23,clinton,2018,3,18760.24,273756.65,2345
23,clinton,2018,4,21068.85,291012.79,2402
23,clinton,2018,5,29428.97,402562.39,3274
23,clinton,2018,6,22638.58,312588.67,2526
23,clinton,2018,7,20011.4,283828.14,2244
23,clinton,2018,8,29333,405760.53,3066
23,clinton,2018,9,20383.03,287263.04,2239
23,clinton,2018,10,27115.96,386723.2,2993
23,clinton,2018,11,22660.22,329441.53,2365
23,clinton,2018,12,29451.73,440872.61,2850
23,clinton,2019,1,21520.3,296106.61,2408
23,clinton,2019,2,22237.74,309852.53,2271
23,clinton,2019,3,21603.24,307734.51,2261
23,clinton,2019,4,27054.75,392550.85,2746
23,clinton,2019,5,27433.06,389764.71,2628
23,clinton,2019,6,24522.98,364359.01,2456
23,clinton,2019,7,27914.02,386637.84,2892
23,clinton,2019,8,24908.89,355725.15,2572
23,clinton,2019,9,27553.97,394375.1,2966
23,clinton,2019,10,27069.7,426562.17,2468
23,clinton,2019,11,24702.56,367481.86,2640
23,clinton,2019,12,20824.05,329406.48,2159
23,clinton,2020,5,28223.4,427310.41,2999
23,clinton,2020,6,36710.11,564426.53,3748
23,clinton,2020,7,5708.91,85830.59,617
23,clinton,2020,11,28130.28,446522.38,2826
24,crawford,2012,1,4527.93,59582.04,634
24,crawford,2012,2,8859.2,107664.97,867
24,crawford,2012,3,5767.05,80443.47,714
24,crawford,2012,4,7509.28,99057.21,780
24,crawford,2012,5,10468.8,123082.41,943
24,crawford,2012,6,5008.5,65451.48,802
24,crawford,2012,7,6392.55,81110.64,813
24,crawford,2012,8,9085.59,108803.27,982
24,crawford,2012,9,10037.85,160315.19,745
24,crawford,2012,10,22800.45,240021.08,927
24,crawford,2012,11,5078.78,71738.59,731
24,crawford,2012,12,6284.3,90076.91,890
24,crawford,2013,1,5696.62,72260.33,894
24,crawford,2013,2,7141.16,94129.19,779
24,crawford,2013,3,6199.98,86909.7,791
24,crawford,2013,4,5703.31,78732.42,775
24,crawford,2013,5,8527.14,102780.55,1090
24,crawford,2013,6,5941.66,88863.85,749
24,crawford,2013,7,5806.01,75690.8,796
24,crawford,2013,8,7533.32,92083.03,904
24,crawford,2013,9,6086.13,78268.54,749
24,crawford,2013,10,19685.45,263206.6,1083
24,crawford,2013,11,4564.29,63483.45,738
24,crawford,2013,12,7207.73,105099.33,987
24,crawford,2014,1,7637.99,99199.91,846
24,crawford,2014,2,8077.93,97186.47,682
24,crawford,2014,3,4753.45,59994.64,672
24,crawford,2014,4,9708.64,154257.66,794
24,crawford,2014,5,12653.22,143795.28,840
24,crawford,2014,6,6318.25,81503.81,660
24,crawford,2014,7,7628.09,97592.99,859
24,crawford,2014,8,5485.69,72335.93,685
24,crawford,2014,9,5367.07,69848.11,621
24,crawford,2014,10,16127.64,228623.31,886
24,crawford,2014,11,5986.75,85836.93,751
24,crawford,2014,12,6780.3,96055.13,952
24,crawford,2015,1,5066.03,68245.51,721
24,crawford,2015,2,9740.14,117274.36,767
24,crawford,2015,3,5649.16,88382.11,637
24,crawford,2015,4,8106.37,103383.64,896
24,crawford,2015,5,8739.53,104170.98,776
24,crawford,2015,6,7047.21,89389.54,701
24,crawford,2015,7,8049.32,111475.37,940
24,crawford,2015,8,5286.77,71115.2,698
24,crawford,2015,9,8394.23,132649.55,835
24,crawford,2015,10,11501.24,151374.92,749
24,crawford,2015,11,7034.38,81585.49,690
24,crawford,2015,12,9303.97,144839.04,1079
24,crawford,2016,1,4817.53,66840.76,674
24,crawford,2016,2,8933.04,99454.12,598
24,crawford,2016,3,8187.35,115151.08,843
24,crawford,2016,4,7120.18,95007.34,668
24,crawford,2016,5,6714.13,87640.04,670
24,crawford,2016,6,9196.48,118155.91,922
24,crawford,2016,7,9166.81,131381.68,762
24,crawford,2016,8,8118.19,94276.38,723
24,crawford,2016,9,10912.77,142337.57,754
24,crawford,2016,10,8469.87,118262.23,623
24,crawford,2016,11,6062.94,93238.21,687
24,crawford,2016,12,11877.77,181910.82,887
24,crawford,2017,1,6239.18,79905.37,640
24,crawford,2017,2,6997.18,87466.39,538
24,crawford,2017,3,5894.11,80090.15,610
24,crawford,2017,4,9174.06,116892.77,694
24,crawford,2017,5,11478.66,160560.36,672
24,crawford,2017,6,7363.71,103789.62,829
24,crawford,2017,7,7000.21,90751.87,583
24,crawford,2017,8,6718.78,95261.62,727
24,crawford,2017,9,8004.36,103501.28,540
24,crawford,2017,10,10915.33,150063.17,729
24,crawford,2017,11,6671.12,108314.55,704
24,crawford,2017,12,9157.35,158705.96,737
24,crawford,2018,1,5085.17,72531.23,544
24,crawford,2018,2,8396.68,104587.34,552
24,crawford,2018,3,8240.49,132346.88,728
24,crawford,2018,4,8062.82,104663.83,530
24,crawford,2018,5,9140.31,113631.43,771
24,crawford,2018,6,8093.16,108776.35,688
24,crawford,2018,7,8549.03,112876.21,660
24,crawford,2018,8,7161.21,114132.19,700
24,crawford,2018,9,6067.29,94589.29,627
24,crawford,2018,10,11688.32,170439.1,706
24,crawford,2018,11,7655.22,117811.63,881
24,crawford,2018,12,11979.92,189787.31,729
24,crawford,2019,1,5768.74,82357.96,686
24,crawford,2019,2,7509.16,101765.22,544
24,crawford,2019,3,5887.3,93977.95,608
24,crawford,2019,4,11481.42,178993.69,1108
24,crawford,2019,5,16795.8,230794.44,1022
24,crawford,2019,6,7890.37,118582.69,862
24,crawford,2019,7,11576.68,178042.69,857
24,crawford,2019,8,8248.19,104741.62,678
24,crawford,2019,9,7165.05,118664.49,698
24,crawford,2019,10,11786.72,193150.62,907
24,crawford,2019,11,6902.52,113458.88,711
24,crawford,2019,12,8661.11,122419.08,586
24,crawford,2020,5,13734.36,168497.37,841
24,crawford,2020,6,7678.34,129288.58,906
24,crawford,2020,7,10.5,67.5,1
24,crawford,2020,11,5468,89387.75,488
25,dallas,2012,1,13020.27,199369.24,930
25,dallas,2012,2,18544.22,278315.19,1035
25,dallas,2012,3,14594.46,224058.03,1004
25,dallas,2012,4,24168,359416.96,1288
25,dallas,2012,5,28936.95,452800.28,1235
25,dallas,2012,6,19746.4,283383.61,1143
25,dallas,2012,7,19852.4,287054.56,1125
25,dallas,2012,8,21030.52,324787,1297
25,dallas,2012,9,14189.03,225585.43,872
25,dallas,2012,10,48631.77,816176.05,1400
25,dallas,2012,11,15004.15,259194.83,1136
25,dallas,2012,12,17746.17,440688.61,1245
25,dallas,2013,1,15900.64,233076.05,987
25,dallas,2013,2,19642.91,325604.05,1194
25,dallas,2013,3,17405.86,295972.19,1044
25,dallas,2013,4,30824.15,461584.62,1081
25,dallas,2013,5,20826.22,339663.99,1175
25,dallas,2013,6,17499.23,281547.07,992
25,dallas,2013,7,23074.34,359187.57,1283
25,dallas,2013,8,30328.48,510969.94,2267
25,dallas,2013,9,24220.76,400267.83,1572
25,dallas,2013,10,40746.27,699355.27,1819
25,dallas,2013,11,14531.14,267432.72,1347
25,dallas,2013,12,29685.97,560083.29,2074
25,dallas,2014,1,20584.8,316603.96,1439
25,dallas,2014,2,16589.37,267730.34,1305
25,dallas,2014,3,23251.19,413274.11,1295
25,dallas,2014,4,28795.97,444983.49,1712
25,dallas,2014,5,23577.55,395165.16,1575
25,dallas,2014,6,47213.63,840635.34,1947
25,dallas,2014,7,25530.94,414253.69,1656
25,dallas,2014,8,26241.8,435444.34,1628
25,dallas,2014,9,28218.36,517277.82,1667
25,dallas,2014,10,41537.45,688143.69,1534
25,dallas,2014,11,31274.67,607415.09,1500
25,dallas,2014,12,27767.41,485513.05,2344
25,dallas,2015,1,14991.45,238403.86,1502
25,dallas,2015,2,17710.54,303241.76,1366
25,dallas,2015,3,20667.63,366570.6,1777
25,dallas,2015,4,26935.71,438914.14,1886
25,dallas,2015,5,29233.4,437459.53,1856
25,dallas,2015,6,26766.82,436641.54,2316
25,dallas,2015,7,24260.81,391434.7,1860
25,dallas,2015,8,29127.43,473854.27,1865
25,dallas,2015,9,31359.19,548296.19,1976
25,dallas,2015,10,36576.03,638804.61,1741
25,dallas,2015,11,32568.1,646845.21,1601
25,dallas,2015,12,33759.9,641708.39,2440
25,dallas,2016,1,19346.7,313846.44,1420
25,dallas,2016,2,21817.44,314381.69,1643
25,dallas,2016,3,24731.03,430595.68,1975
25,dallas,2016,4,29082.85,467690.58,1599
25,dallas,2016,5,31165.53,478802.67,2128
25,dallas,2016,6,37033.45,658501.46,1990
25,dallas,2016,7,19795.03,320771.24,1687
25,dallas,2016,8,26086.91,438158.59,2238
25,dallas,2016,9,38359.63,645970.55,1773
