county_number,county,order_year,order_month,order_amount,order_revenue,number_of_orders
48,iowa,2015,8,7061.61,88327.91,800
48,iowa,2015,9,6378.22,80240.07,861
48,iowa,2015,10,7403.71,84655.69,845
48,iowa,2015,11,5955.18,79848.37,790
48,iowa,2015,12,7816.68,102283.93,1170
48,iowa,2016,1,5161.4,62107.15,842
48,iowa,2016,2,7029.58,89166.17,824
48,iowa,2016,3,6515.76,89957.19,855
48,iowa,2016,4,6017.77,76892.45,766
48,iowa,2016,5,6522.28,77408.49,893
48,iowa,2016,6,7649.03,93482.35,1038
48,iowa,2016,7,6193.21,76948.25,795
48,iowa,2016,8,5489.64,80534.99,964
48,iowa,2016,9,7991.09,112990.37,1088
48,iowa,2016,10,7444.92,98711.79,973
48,iowa,2016,11,7184.34,95026.17,1173
48,iowa,2016,12,9188.91,123465.69,1279
48,iowa,2017,1,5861.58,76181.51,856
48,iowa,2017,2,7868.04,113076.78,893
48,iowa,2017,3,6918.51,90333.23,998
48,iowa,2017,4,6007.1,77730.94,870
48,iowa,2017,5,7328.12,91705.89,971
48,iowa,2017,6,8232.84,111275.47,1128
48,iowa,2017,7,7686.99,103800.48,909
48,iowa,2017,8,7191.25,94092.57,936
48,iowa,2017,9,7311.94,97883.64,827
48,iowa,2017,10,7361.7,103805.82,967
48,iowa,2017,11,7824.16,103976.27,1066
48,iowa,2017,12,8204.98,116371.07,1103
48,iowa,2018,1,7023.18,93289.93,1005
48,iowa,2018,2,6672.01,87964.37,749
48,iowa,2018,3,6565.69,86111.39,899
48,iowa,2018,4,6388.18,81408.36,852
48,iowa,2018,5,8971.48,123572.35,1265
48,iowa,2018,6,9318.9,119920.96,1081
48,iowa,2018,7,6560.93,86679.23,785
48,iowa,2018,8,9819.8,134534.97,1154
48,iowa,2018,9,5464.85,75256.5,731
48,iowa,2018,10,9210.11,125798.2,1151
48,iowa,2018,11,7422.97,102697.02,1037
48,iowa,2018,12,8313.73,113609.1,1184
48,iowa,2019,1,6649.29,90395.2,941
48,iowa,2019,2,6805.73,86484.35,881
48,iowa,2019,3,6184.16,86173.82,903
48,iowa,2019,4,7224.85,95005.55,1010
48,iowa,2019,5,8129.45,105009.59,1063
48,iowa,2019,6,6358.78,92941.69,966
48,iowa,2019,7,7877.89,105282.94,1117
48,iowa,2019,8,7929.48,113163.02,1066
48,iowa,2019,9,8524.32,115845.49,1016
48,iowa,2019,10,7082.65,101184.78,946
48,iowa,2019,11,7353.72,111626.03,1077
48,iowa,2019,12,5674.32,78695.47,718
48,iowa,2020,5,11450.84,182749.74,1426
48,iowa,2020,6,10187,164996.36,1454
48,iowa,2020,7,790.8,10332.63,106
48,iowa,2020,11,6630.21,105912.18,1055
49,jackson,2012,1,6884.84,82599.92,1083
49,jackson,2012,2,6476.5,75230.38,964
49,jackson,2012,3,6300.84,76618.68,984
49,jackson,2012,4,6233.49,74734.67,951
49,jackson,2012,5,10271.85,124492.37,1532
49,jackson,2012,6,9157.27,110339.45,1205
49,jackson,2012,7,8630.64,103714.36,1285
49,jackson,2012,8,7356.01,89112.18,1052
49,jackson,2012,9,6700.22,82664.21,986
49,jackson,2012,10,9694.82,125541.69,1308
49,jackson,2012,11,6960.49,86383.94,1082
49,jackson,2012,12,10282.27,128167.74,1434
49,jackson,2013,1,7058.62,85015.13,1033
49,jackson,2013,2,6331.95,76423.43,927
49,jackson,2013,3,7162.18,91418.56,1049
49,jackson,2013,4,8097.55,99171.34,1384
49,jackson,2013,5,7690.11,98443.1,1060
49,jackson,2013,6,8245.04,100031.57,1086
49,jackson,2013,7,9409.09,115678.08,1293
49,jackson,2013,8,7349.12,89211.57,1068
49,jackson,2013,9,8916.21,113129.17,1335
49,jackson,2013,10,7573.84,99021.82,1001
49,jackson,2013,11,6555.54,81101.61,967
49,jackson,2013,12,10055.48,133123.07,1328
49,jackson,2014,1,6905.65,91555.37,934
49,jackson,2014,2,6358.31,76917.23,944
49,jackson,2014,3,8344.12,104737.17,1209
49,jackson,2014,4,6527.2,78123.44,861
49,jackson,2014,5,7699.49,96867.42,1058
49,jackson,2014,6,8762.84,109240.17,1244
49,jackson,2014,7,7641.79,93274.47,1095
49,jackson,2014,8,9283.86,116137.37,1342
49,jackson,2014,9,6163.24,81864.45,885
49,jackson,2014,10,6622.2,81502.36,889
49,jackson,2014,11,7665.34,95499.69,982
49,jackson,2014,12,10461.77,134946,1357
49,jackson,2015,1,7250.69,90792.1,1021
49,jackson,2015,2,7988.5,97057.8,918
49,jackson,2015,3,8440.34,108150.62,1183
49,jackson,2015,4,6856.96,84803.32,911
49,jackson,2015,5,8252.1,103251.7,1033
49,jackson,2015,6,9644.97,124844.6,1234
49,jackson,2015,7,6936.99,88380.55,1006
49,jackson,2015,8,8753.6,112403.81,1176
49,jackson,2015,9,6704.69,85240.68,942
49,jackson,2015,10,7641.65,95468.51,919
49,jackson,2015,11,8398.64,112747.42,1185
49,jackson,2015,12,7911.54,104218.81,1127
49,jackson,2016,1,6910.05,91573.27,1038
49,jackson,2016,2,9191.85,113511.75,1148
49,jackson,2016,3,7064.7,94978.07,1038
49,jackson,2016,4,6785.52,87153.78,971
49,jackson,2016,5,9938.57,124754.54,1263
49,jackson,2016,6,9208.39,125164.69,1177
49,jackson,2016,7,6658.22,86959.6,1002
49,jackson,2016,8,8028.97,114394.3,1287
49,jackson,2016,9,7352.83,92356.44,913
49,jackson,2016,10,8919.67,120339.1,1235
49,jackson,2016,11,7216.88,96814.57,958
49,jackson,2016,12,8398.24,115474.38,1186
49,jackson,2017,1,7055.42,92182.79,1042
49,jackson,2017,2,7224.62,86690.53,881
49,jackson,2017,3,6842.59,91172.78,991
49,jackson,2017,4,6392.75,85406,952
49,jackson,2017,5,10111.61,125140.55,1265
49,jackson,2017,6,8947.68,117058.77,1213
49,jackson,2017,7,8730.28,111808.72,1382
49,jackson,2017,8,7890.63,104609.09,1120
49,jackson,2017,9,6270.61,84894.59,963
49,jackson,2017,10,11347.77,143092.92,1361
49,jackson,2017,11,7032.11,91692.74,1049
49,jackson,2017,12,9507.07,128791.32,1373
49,jackson,2018,1,6513.08,89227.51,934
49,jackson,2018,2,6350.35,82682.24,964
49,jackson,2018,3,7198.9,96402.11,1056
49,jackson,2018,4,7488.46,99979.23,1234
49,jackson,2018,5,9553.84,117192.06,1064
49,jackson,2018,6,9765.83,129230.53,1471
49,jackson,2018,7,6759.89,88778.86,1040
49,jackson,2018,8,8841.93,117498.34,1351
49,jackson,2018,9,4754.18,65314.38,670
49,jackson,2018,10,5413.09,72874.69,520
49,jackson,2018,11,8250.15,112444.29,984
49,jackson,2018,12,10640.7,133051.03,972
49,jackson,2019,1,5523.21,72667.28,791
49,jackson,2019,2,5165.06,67391.81,675
49,jackson,2019,3,5210.17,69631.17,741
49,jackson,2019,4,5998.56,76116.15,1068
49,jackson,2019,5,6899.3,95589.43,947
49,jackson,2019,6,6493.02,89624.72,975
49,jackson,2019,7,8236.5,102309.22,1168
49,jackson,2019,8,6486.28,86065.9,1032
49,jackson,2019,9,8128.29,105521.68,1081
49,jackson,2019,10,5912.6,83834.58,870
49,jackson,2019,11,6373.89,88028.99,959
49,jackson,2019,12,6678,88425.69,824
49,jackson,2020,5,8212.2,105568.47,1195
49,jackson,2020,6,9667.02,133174.01,1665
49,jackson,2020,7,1404.92,19376.02,248
49,jackson,2020,11,7447.55,110016.69,1170
50,jasper,2012,1,8834.4,106723.36,1318
50,jasper,2012,2,9862.28,126374.71,1665
50,jasper,2012,3,11576.12,144228.95,1973
50,jasper,2012,4,9159.93,110575.88,1466
50,jasper,2012,5,13915.3,164732.8,1938
50,jasper,2012,6,9497.03,120524.59,1553
50,jasper,2012,7,11474.52,141959.43,1744
50,jasper,2012,8,12824.33,156499.38,1931
50,jasper,2012,9,9718.37,125119.8,1675
50,jasper,2012,10,14678.16,184649.52,1781
50,jasper,2012,11,11921.63,163522.35,2078
50,jasper,2012,12,12504.01,176723.35,2070
50,jasper,2013,1,10937.26,135084.51,1829
50,jasper,2013,2,10499.23,127213.9,1768
50,jasper,2013,3,9609.75,124760.65,1811
50,jasper,2013,4,10207,118094.86,1736
50,jasper,2013,5,12059.62,150625.56,2167
50,jasper,2013,6,10857.82,137447.62,1884
50,jasper,2013,7,12177.14,152289.47,2147
50,jasper,2013,8,11152.69,136002.98,1772
50,jasper,2013,9,11155.29,137511.34,1823
50,jasper,2013,10,12520.92,158800.76,1993
50,jasper,2013,11,10098.43,131886.12,1737
50,jasper,2013,12,14974.44,205932.12,2522
50,jasper,2014,1,10331.92,130248.27,1616
50,jasper,2014,2,9735.94,125131.15,1694
50,jasper,2014,3,10531.09,137546.33,1853
50,jasper,2014,4,12131.37,149193.9,2139
50,jasper,2014,5,11165.11,141306.79,1942
50,jasper,2014,6,13058.53,161891.19,2458
50,jasper,2014,7,10908.29,138284.82,2006
50,jasper,2014,8,11947.05,143889.96,2156
50,jasper,2014,9,10612.25,133768.55,1913
50,jasper,2014,10,12022.1,149201.17,2155
50,jasper,2014,11,9897.97,126649.6,1767
50,jasper,2014,12,14870.08,205277.3,2633
50,jasper,2015,1,10666.72,132621.35,1891
50,jasper,2015,2,10134.29,127380.45,1815
50,jasper,2015,3,10978.19,138789.85,1905
50,jasper,2015,4,10867.09,135814.57,1975
50,jasper,2015,5,11082.81,138336.47,1823
50,jasper,2015,6,11968.24,147708.63,1868
50,jasper,2015,7,10893.14,135953.68,1912
50,jasper,2015,8,10813.61,132867.98,1921
50,jasper,2015,9,10831.51,136041.83,1830
50,jasper,2015,10,10579.71,130156.15,1850
50,jasper,2015,11,12074.79,157306.67,2140
50,jasper,2015,12,11532.57,158063.24,2222
50,jasper,2016,1,9493.41,118153.36,1561
50,jasper,2016,2,12054.5,150462.54,2006
50,jasper,2016,3,9237.67,118036.35,1754
50,jasper,2016,4,10007.66,120155.87,1724
50,jasper,2016,5,11792.04,142018.55,2216
50,jasper,2016,6,11112.95,145138.68,1971
50,jasper,2016,7,10321.94,130109.54,1844
50,jasper,2016,8,9521.38,118295.18,1761
50,jasper,2016,9,11537.67,142676.6,2051
50,jasper,2016,10,9809.01,121118.27,1631
50,jasper,2016,11,9305.18,124314.97,1589
50,jasper,2016,12,14457.73,199068.02,2657
50,jasper,2017,1,9212.56,117505.42,1441
50,jasper,2017,2,8255.82,105015.61,1415
50,jasper,2017,3,11839.9,167769.48,2016
50,jasper,2017,4,11842.55,151130.41,1536
50,jasper,2017,5,15245.86,206981.71,1655
50,jasper,2017,6,12547.08,162718.4,1837
50,jasper,2017,7,8503.35,113995.06,1302
50,jasper,2017,8,10776.95,137676.63,1648
50,jasper,2017,9,10610.5,140332.37,1409
50,jasper,2017,10,14929.94,210648.28,1493
50,jasper,2017,11,11727.28,164358.66,1667
50,jasper,2017,12,11387.39,161779.58,1488
50,jasper,2018,1,7894.01,107398.44,1224
50,jasper,2018,2,10810.92,135684.49,1241
50,jasper,2018,3,9850.29,127906.94,1610
50,jasper,2018,4,9749.5,121291.64,1456
50,jasper,2018,5,13005.61,177511.6,1928
50,jasper,2018,6,11504.68,156675.47,1563
50,jasper,2018,7,10217.99,138157.83,1453
50,jasper,2018,8,13579.8,169209.96,1760
50,jasper,2018,9,9521.1,124908.76,1375
50,jasper,2018,10,12835.35,186654.29,1318
50,jasper,2018,11,13734.38,182086.77,1535
50,jasper,2018,12,15179.76,204478.58,1606
50,jasper,2019,1,8797.68,116552.45,1370
50,jasper,2019,2,12100.08,165002.45,1232
50,jasper,2019,3,8843.86,127152.7,1240
50,jasper,2019,4,10430.49,141887.62,1525
50,jasper,2019,5,10825.14,155961.02,1480
50,jasper,2019,6,14403.63,206102.4,1741
50,jasper,2019,7,15010.49,213903.8,1787
50,jasper,2019,8,12127.95,161368.05,1414
50,jasper,2019,9,9525.2,142467.86,1285
50,jasper,2019,10,12671.64,195150.89,1637
50,jasper,2019,11,9852.41,143933.11,1338
50,jasper,2019,12,9178.94,146748.18,1180
50,jasper,2020,5,14061.25,210262.64,1762
50,jasper,2020,6,16008.44,259175.4,1962
50,jasper,2020,7,1170.54,19454.47,159
50,jasper,2020,11,9775.16,162266.26,1103
51,jefferson,2012,1,3749.62,42637.59,409
51,jefferson,2012,2,3788.03,50878.52,509
51,jefferson,2012,3,2903.3,38702.04,430
51,jefferson,2012,4,4503.75,65178.41,549
51,jefferson,2012,5,6507.72,76538.43,693
51,jefferson,2012,6,5076.74,60995.14,549
51,jefferson,2012,7,4151.13,49837.31,527
51,jefferson,2012,8,3440.42,46815.02,537
51,jefferson,2012,9,4292.32,65135.25,527
51,jefferson,2012,10,7933.98,115665.84,798
51,jefferson,2012,11,4477.88,63069.62,634
51,jefferson,2012,12,5021.19,71106.7,758
51,jefferson,2013,1,3413.3,43175.96,496
51,jefferson,2013,2,3465.09,44582.72,496
51,jefferson,2013,3,3609.69,47352.08,644
51,jefferson,2013,4,6100.83,74090.68,830
51,jefferson,2013,5,4965.98,61972.73,691
51,jefferson,2013,6,4097.65,55155.01,639
51,jefferson,2013,7,7097.71,103279.22,949
51,jefferson,2013,8,4549.47,51065.39,481
51,jefferson,2013,9,4982.81,64322.91,696
51,jefferson,2013,10,5070.5,74813.77,616
51,jefferson,2013,11,3798.21,50291.64,542
51,jefferson,2013,12,8060.67,120464.42,902
51,jefferson,2014,1,4571.1,65327.16,565
51,jefferson,2014,2,4147.14,54081.15,488
51,jefferson,2014,3,4993.8,67509.63,544
51,jefferson,2014,4,3774.69,45975.33,487
51,jefferson,2014,5,4194.5,55568.28,504
51,jefferson,2014,6,6346.39,95023.94,648
51,jefferson,2014,7,4672.69,56858.06,512
51,jefferson,2014,8,4585.64,59891.47,549
51,jefferson,2014,9,5308.74,68832.33,562
51,jefferson,2014,10,4355.82,63963.8,614
51,jefferson,2014,11,3356.84,46569.33,418
51,jefferson,2014,12,6963.58,102214.98,822
51,jefferson,2015,1,4125.24,54442.59,507
51,jefferson,2015,2,4151.5,57057.22,486
51,jefferson,2015,3,6032.32,84884.59,615
51,jefferson,2015,4,4653.86,63597.83,503
51,jefferson,2015,5,5179.27,65967.06,487
51,jefferson,2015,6,5994.08,79632.33,603
51,jefferson,2015,7,5152.89,75351.73,557
51,jefferson,2015,8,4948,69689.79,586
51,jefferson,2015,9,5087.91,83781.12,507
51,jefferson,2015,10,4447.35,66488.85,479
51,jefferson,2015,11,5368.23,75950,639
51,jefferson,2015,12,5232.61,86970.31,570
51,jefferson,2016,1,5192.99,67968.48,542
51,jefferson,2016,2,5600.8,75954.7,620
51,jefferson,2016,3,4349.27,63877.17,479
51,jefferson,2016,4,3533.55,51766.26,436
51,jefferson,2016,5,5334.2,79393.72,618
51,jefferson,2016,6,5369.77,82128.98,661
51,jefferson,2016,7,5516.78,82228.77,622
51,jefferson,2016,8,4889.71,78335.4,798
51,jefferson,2016,9,5862.38,89852.09,712
51,jefferson,2016,10,6693.99,96789.07,679
51,jefferson,2016,11,4976.88,75138.69,562
51,jefferson,2016,12,6616.36,108275.12,783
51,jefferson,2017,1,4092.97,62704.37,523
51,jefferson,2017,2,3390.46,46072.19,424
51,jefferson,2017,3,5922.25,90484.61,639
51,jefferson,2017,4,4784.53,76354.66,575
51,jefferson,2017,5,6605.82,100721.92,683
51,jefferson,2017,6,5567.46,85393.41,721
51,jefferson,2017,7,6482.05,86243.42,643
51,jefferson,2017,8,4515.76,63335.53,554
51,jefferson,2017,9,3731.59,56242.78,468
51,jefferson,2017,10,7112.67,118493.09,801
51,jefferson,2017,11,4667.57,74335.16,651
51,jefferson,2017,12,6905.74,123943.69,820
51,jefferson,2018,1,5128.29,73049.62,675
51,jefferson,2018,2,6449.27,83784.43,604
51,jefferson,2018,3,5496.11,90986.05,646
51,jefferson,2018,4,4473.06,66851.9,690
51,jefferson,2018,5,4231.23,60989.55,617
51,jefferson,2018,6,6687.79,94164.64,855
51,jefferson,2018,7,5316.99,80591.77,688
51,jefferson,2018,8,6408.87,96507.14,834
51,jefferson,2018,9,3169.42,50807.07,534
51,jefferson,2018,10,6426,110792.82,925
51,jefferson,2018,11,5007.02,77509.48,772
51,jefferson,2018,12,7478.19,130766.06,1017
51,jefferson,2019,1,5053.43,80366.36,729
51,jefferson,2019,2,5200.38,79891.53,642
51,jefferson,2019,3,4301.89,65073.76,661
51,jefferson,2019,4,4986.69,74579.79,787
51,jefferson,2019,5,10966.96,184391.57,1166
51,jefferson,2019,6,4947.35,79619.64,755
51,jefferson,2019,7,8042.26,119306.45,911
51,jefferson,2019,8,4857.02,76592.81,698
51,jefferson,2019,9,5952.59,109572.15,710
51,jefferson,2019,10,6186.04,102443.63,959
51,jefferson,2019,11,6013.46,105853.9,922
51,jefferson,2019,12,6227.49,109473.14,711
51,jefferson,2020,5,7577.35,115735.59,747
51,jefferson,2020,6,7310.89,116899.63,696
51,jefferson,2020,7,2249.05,25246.14,126
51,jefferson,2020,11,4860.6,85633.4,509
52,johnson,2012,1,64794.38,923243.68,7567
52,johnson,2012,2,71168.31,1025296.3,8128
52,johnson,2012,3,73455.55,1035613.62,8570
52,johnson,2012,4,86638.05,1217450.13,9179
52,johnson,2012,5,78397.81,1113706.1,9218
52,johnson,2012,6,88645.07,1341835.7,7881
52,johnson,2012,7,78667.83,1165904.98,8227
52,johnson,2012,8,99320.14,1394178.51,10276
52,johnson,2012,9,80440.2,1190958.94,8319
52,johnson,2012,10,119925.58,1872331.38,9514
52,johnson,2012,11,76655.74,1163426.56,8478
52,johnson,2012,12,87304.54,1585449.9,9074
52,johnson,2013,1,71061.65,1070635.06,8235
52,johnson,2013,2,73756.07,1122668.01,7748
52,johnson,2013,3,65914.31,1012986.8,7073
52,johnson,2013,4,98903.04,1467110.3,9025
52,johnson,2013,5,84156.62,1215394.53,8926
52,johnson,2013,6,65183.82,982749.49,7222
52,johnson,2013,7,74790.19,1141612.4,8732
52,johnson,2013,8,105478.46,1497669.77,9877
52,johnson,2013,9,83819.81,1276731.86,8309
52,johnson,2013,10,123206.7,2011975.06,10125
52,johnson,2013,11,69663.44,1070473.96,8069
52,johnson,2013,12,82345.34,1394880.7,9422
52,johnson,2014,1,83149.44,1244116.2,8882
52,johnson,2014,2,82115.42,1253565.46,8339
52,johnson,2014,3,74713.33,1152947.05,8137
52,johnson,2014,4,84623.59,1301057.76,8656
52,johnson,2014,5,88921.73,1339871,9373
52,johnson,2014,6,88298.54,1385583.37,7881
52,johnson,2014,7,82354.73,1243521.56,9470
52,johnson,2014,8,90648.08,1393440.74,8685
52,johnson,2014,9,95433.72,1486363.07,8621
52,johnson,2014,10,115859.92,1794838.02,10018
52,johnson,2014,11,85066.07,1397877.29,8217
52,johnson,2014,12,99522.29,1661656.23,11112
52,johnson,2015,1,74123.98,1154046.09,8002
52,johnson,2015,2,78418.92,1226543.27,7875
52,johnson,2015,3,85203.56,1358656.54,8275
52,johnson,2015,4,104392.06,1607528.31,10370
52,johnson,2015,5,88952.27,1385112.66,8974
52,johnson,2015,6,94068.62,1519233.69,9601
52,johnson,2015,7,76604.59,1190550.47,8326
52,johnson,2015,8,97407.78,1477315.04,8754
52,johnson,2015,9,111134.39,1749053.4,10389
52,johnson,2015,10,98379.31,1550843.96,8697
52,johnson,2015,11,100989.4,1683375.19,8779
52,johnson,2015,12,101738.2,1768636.54,10766
52,johnson,2016,1,71138.62,1101688.46,7454
52,johnson,2016,2,91103.25,1344607.68,8644
52,johnson,2016,3,88276.29,1442956.81,8936
52,johnson,2016,4,87181.53,1315274.84,8179
52,johnson,2016,5,90748.69,1399243.01,8773
52,johnson,2016,6,94445.81,1461113.41,9198
52,johnson,2016,7,66539.76,1065739.29,7558
52,johnson,2016,8,96887.33,1544020.65,10091
52,johnson,2016,9,106279.99,1638116.18,9362
52,johnson,2016,10,105447.93,1701910.76,9221
52,johnson,2016,11,107066.78,1781016.14,10329
52,johnson,2016,12,93106.37,1629643.42,9852
52,johnson,2017,1,83230.38,1279737.31,9123
52,johnson,2017,2,97787.74,1496273.79,8071
52,johnson,2017,3,88230.62,1416062.26,8426
52,johnson,2017,4,101641.05,1524102.72,9225
52,johnson,2017,5,110805.27,1723658.53,10188
52,johnson,2017,6,99025.37,1491294.22,8610
52,johnson,2017,7,85862.58,1368559.92,8739
52,johnson,2017,8,119648.06,1801951.84,11037
52,johnson,2017,9,99534.32,1606838.05,9288
52,johnson,2017,10,115644.15,1868548.69,11066
52,johnson,2017,11,89085.54,1498745.11,9841
52,johnson,2017,12,122061.45,2225518.01,9984
52,johnson,2018,1,92307.21,1424431.88,10760
52,johnson,2018,2,87991.18,1360145.39,8634
52,johnson,2018,3,77454.34,1260581.83,8723
52,johnson,2018,4,101305.6,1618798.41,10075
52,johnson,2018,5,104304.78,1619681.23,12000
52,johnson,2018,6,100125.62,1673146.08,9561
52,johnson,2018,7,104622.24,1608786.26,10144
52,johnson,2018,8,119714.97,1861828.67,10825
52,johnson,2018,9,96560.29,1592777.57,10484
52,johnson,2018,10,115489.02,1955177.64,12066
52,johnson,2018,11,93442.84,1624452.49,9964
52,johnson,2018,12,135067.15,2447396.91,11430
52,johnson,2019,1,87990.4,1332543.19,10129
52,johnson,2019,2,88688.16,1436147.62,9066
52,johnson,2019,3,82481.56,1340382.51,8748
52,johnson,2019,4,107169.21,1732279.41,11071
52,johnson,2019,5,101991.07,1611849.01,10341
52,johnson,2019,6,98960.89,1553379.13,9209
52,johnson,2019,7,100760.05,1615755.58,10666
52,johnson,2019,8,107443.6,1736069.09,10727
52,johnson,2019,9,100010.6,1671310.67,9850
52,johnson,2019,10,128008.54,2153174.43,11972
52,johnson,2019,11,98875.1,1781575.28,10381
52,johnson,2019,12,69007.9,1278577.45,8043
52,johnson,2020,5,101156.57,1736573.46,11076
52,johnson,2020,6,123370.12,2055500.2,12349
52,johnson,2020,7,15908.33,318171.96,1397
52,johnson,2020,11,73043.75,1391301.94,8272
53,jones,2012,1,9370.43,101558.11,1309
53,jones,2012,2,7339.96,81052.24,1112
53,jones,2012,3,7244.16,79373.37,1223
53,jones,2012,4,6280.86,73998.42,1180
53,jones,2012,5,10825.52,124762.17,1847
53,jones,2012,6,10381.34,107322.1,1327
53,jones,2012,7,8816.74,105493.33,1632
53,jones,2012,8,7119.73,80774.46,1313
53,jones,2012,9,8284.48,102255.24,1316
53,jones,2012,10,13992.4,153427.74,1541
53,jones,2012,11,6707.99,82271.05,1291
53,jones,2012,12,10137.35,126167.62,1769
53,jones,2013,1,5431.23,66891.66,1124
53,jones,2013,2,7048.69,79791.71,1187
53,jones,2013,3,6278.27,79320.7,1172
53,jones,2013,4,9309.86,106854.78,1526
53,jones,2013,5,8767.97,102169.49,1286
53,jones,2013,6,5873.57,72335.75,1202
53,jones,2013,7,10007.88,119465.73,1597
53,jones,2013,8,12105.55,120158.98,1363
53,jones,2013,9,7940.71,101600.55,1360
53,jones,2013,10,9909.13,114264.07,1372
53,jones,2013,11,5889.94,73166.08,1140
53,jones,2013,12,8855.24,114038.83,1634
53,jones,2014,1,8678.28,104351.22,1213
53,jones,2014,2,6711.58,80610.57,1090
53,jones,2014,3,5974.74,73066.96,1184
53,jones,2014,4,7157.95,86731.86,1373
53,jones,2014,5,7639.94,92788.39,1367
53,jones,2014,6,7539.28,85730.36,1310
53,jones,2014,7,8183.96,98136.47,1619
53,jones,2014,8,7771.33,91705.25,1354
53,jones,2014,9,7156.15,90521.3,1284
53,jones,2014,10,6992.05,85092.23,1459
53,jones,2014,11,5746.1,72869.71,1206
53,jones,2014,12,9605.28,115761.86,1647
53,jones,2015,1,6194.13,74723.44,1122
53,jones,2015,2,6136.02,73339.47,1245
53,jones,2015,3,7754.49,95695.46,1553
53,jones,2015,4,7047.01,85228.54,1252
53,jones,2015,5,6644.33,79859.72,1279
53,jones,2015,6,8968.51,107248.97,1655
53,jones,2015,7,6790.16,83958.5,1320
53,jones,2015,8,8649.65,97932.38,1432
53,jones,2015,9,6797.08,82809.16,1402
53,jones,2015,10,5888.91,72130.3,1163
53,jones,2015,11,5766.27,71789.41,973
53,jones,2015,12,7371.69,90439.49,1287
53,jones,2016,1,4735.32,60679.37,870
53,jones,2016,2,6076.68,69131.16,893
53,jones,2016,3,5624.88,67177.65,1072
53,jones,2016,4,5227.07,58964.55,864
53,jones,2016,5,5653.89,66001.54,1128
53,jones,2016,6,5264.58,65110.4,921
53,jones,2016,7,4866.14,60251.26,981
53,jones,2016,8,6915.13,80745.4,1271
53,jones,2016,9,5549.85,72072.56,1364
53,jones,2016,10,10087.36,132916.92,1734
53,jones,2016,11,8289.03,105996.95,1658
53,jones,2016,12,8212.24,107829.16,1719
53,jones,2017,1,7434.84,94767.22,1556
53,jones,2017,2,7450.93,89279.97,1341
53,jones,2017,3,8085.75,97796.36,1407
53,jones,2017,4,7139.76,87871.45,1341
53,jones,2017,5,8321.91,109333.18,1713
53,jones,2017,6,9806.2,122413.92,1646
53,jones,2017,7,10398.98,126936.35,1342
53,jones,2017,8,10622.43,144655.37,1480
53,jones,2017,9,6090.02,78291.14,959
53,jones,2017,10,9649.64,121560.53,1259
53,jones,2017,11,9142.34,114403.19,1266
53,jones,2017,12,8989.29,122736.83,1365
53,jones,2018,1,8074.19,106501.03,1300
53,jones,2018,2,6650.56,85683.36,912
53,jones,2018,3,7171.49,92096.43,979
53,jones,2018,4,7811.1,99734.39,1081
53,jones,2018,5,11561.08,144303.46,1184
53,jones,2018,6,9552.78,127947.45,1402
53,jones,2018,7,10669.95,128954.93,1224
53,jones,2018,8,8503.18,115218.06,1094
53,jones,2018,9,5997.8,82678.45,790
53,jones,2018,10,10308.49,138686.07,1191
53,jones,2018,11,8926.88,130689.1,1036
53,jones,2018,12,11818.18,146254.3,1330
53,jones,2019,1,6464.99,85796.76,921
53,jones,2019,2,7846.12,98675.38,862
53,jones,2019,3,8291.77,118443.32,865
53,jones,2019,4,8828.18,114357.67,1043
53,jones,2019,5,12224.11,164650.66,1430
53,jones,2019,6,7837.98,93583.25,915
53,jones,2019,7,9476.7,115872.89,1069
53,jones,2019,8,9857.78,129202.84,1104
53,jones,2019,9,7594.32,109084.58,961
53,jones,2019,10,7553.28,100896.08,873
53,jones,2019,11,10630.74,161236.78,1275
53,jones,2019,12,6265.19,87938.91,639
53,jones,2020,5,12949.61,174948.59,1584
53,jones,2020,6,10995.73,148805.81,1188
53,jones,2020,7,2419.21,31529.41,260
53,jones,2020,11,8663.72,132513.95,1061
54,keokuk,2012,1,754.19,9162.37,177
54,keokuk,2012,2,1013.55,10568.88,209
54,keokuk,2012,3,806.9,9168.47,167
54,keokuk,2012,4,809.94,9032.47,153
54,keokuk,2012,5,1087.35,12190.7,229
54,keokuk,2012,6,880.32,9124.49,162
54,keokuk,2012,7,931.89,10524.16,170
54,keokuk,2012,8,924.8,9904.19,186
54,keokuk,2012,9,891.18,9763.85,176
54,keokuk,2012,10,976.64,11079.43,204
54,keokuk,2012,11,905.57,10260.39,171
54,keokuk,2012,12,1030.09,12413.29,206
54,keokuk,2013,1,1183.17,12919.55,273
54,keokuk,2013,2,812.83,8747.29,150
54,keokuk,2013,3,641.64,6900.75,153
54,keokuk,2013,4,1243.26,15174.21,292
54,keokuk,2013,5,1420.83,15917.52,367
54,keokuk,2013,6,775.19,8374,179
54,keokuk,2013,7,628.49,7079.83,131
54,keokuk,2013,8,1075.68,11610.84,214
54,keokuk,2013,9,828.11,9397.17,168
54,keokuk,2013,10,1100.12,13091.57,213
54,keokuk,2013,11,1008.61,12339.89,208
54,keokuk,2013,12,1822.67,21322.72,357
54,keokuk,2014,1,1002.76,11432.69,198
54,keokuk,2014,2,862.62,9406.32,166
54,keokuk,2014,3,1134.07,12980.75,231
54,keokuk,2014,4,839.94,9175.4,152
54,keokuk,2014,5,821.56,9296.83,148
54,keokuk,2014,6,1441.5,15512.63,262
