"Method","mse","se_mse"
"MC NNM",170.588777784733,5.50191506804711
"IPS",9.17595799995143,0.958323176604876
"Factor Model Estimator",NA,NA
"R1COMP",17.9122708173459,8.77859126878084
"ORACLE",0.182962794262709,0.104853206257666
