Episode Number,Season,Episode,Rating,Code,Number of Episodes,Prop Through Series,Title,main_character_left
79,7,1,8.1,tt0387199,96,0.8229166666666666,Entourage,0
81,7,3,7.7,tt0387199,96,0.84375,Entourage,0
82,7,4,8.0,tt0387199,96,0.8541666666666666,Entourage,0
84,7,6,8.1,tt0387199,96,0.875,Entourage,0
86,7,8,7.9,tt0387199,96,0.8958333333333334,Entourage,0
88,7,10,9.0,tt0387199,96,0.9166666666666666,Entourage,0
90,8,2,8.0,tt0387199,96,0.9375,Entourage,0
92,8,4,7.9,tt0387199,96,0.9583333333333334,Entourage,0
94,8,6,7.9,tt0387199,96,0.9791666666666666,Entourage,0
2,1,2,8.0,tt0387764,54,0.037037037037037035,Peep Show,0
3,1,3,8.3,tt0387764,54,0.05555555555555555,Peep Show,0
4,1,4,8.1,tt0387764,54,0.07407407407407407,Peep Show,0
5,1,5,8.0,tt0387764,54,0.09259259259259259,Peep Show,0
6,1,6,8.1,tt0387764,54,0.1111111111111111,Peep Show,0
7,2,1,8.6,tt0387764,54,0.12962962962962962,Peep Show,0
8,2,2,8.2,tt0387764,54,0.14814814814814814,Peep Show,0
9,2,3,7.9,tt0387764,54,0.16666666666666666,Peep Show,0
10,2,4,8.6,tt0387764,54,0.18518518518518517,Peep Show,0
11,2,5,7.9,tt0387764,54,0.2037037037037037,Peep Show,0
12,2,6,8.2,tt0387764,54,0.2222222222222222,Peep Show,0
13,3,1,8.0,tt0387764,54,0.24074074074074073,Peep Show,0
14,3,2,8.0,tt0387764,54,0.25925925925925924,Peep Show,0
15,3,3,8.6,tt0387764,54,0.2777777777777778,Peep Show,0
16,3,4,8.1,tt0387764,54,0.2962962962962963,Peep Show,0
17,3,5,8.3,tt0387764,54,0.3148148148148148,Peep Show,0
18,3,6,8.6,tt0387764,54,0.3333333333333333,Peep Show,0
19,4,1,8.7,tt0387764,54,0.35185185185185186,Peep Show,0
20,4,2,8.1,tt0387764,54,0.37037037037037035,Peep Show,0
21,4,3,8.1,tt0387764,54,0.3888888888888889,Peep Show,0
22,4,4,8.5,tt0387764,54,0.4074074074074074,Peep Show,0
23,4,5,9.0,tt0387764,54,0.42592592592592593,Peep Show,0
24,4,6,9.2,tt0387764,54,0.4444444444444444,Peep Show,0
25,5,1,8.1,tt0387764,54,0.46296296296296297,Peep Show,0
26,5,2,8.4,tt0387764,54,0.48148148148148145,Peep Show,0
28,5,4,8.3,tt0387764,54,0.5185185185185185,Peep Show,0
29,5,5,8.2,tt0387764,54,0.5370370370370371,Peep Show,0
30,5,6,8.4,tt0387764,54,0.5555555555555556,Peep Show,0
31,6,1,8.0,tt0387764,54,0.5740740740740741,Peep Show,0
32,6,2,8.6,tt0387764,54,0.5925925925925926,Peep Show,0
33,6,3,8.1,tt0387764,54,0.6111111111111112,Peep Show,0
34,6,4,7.9,tt0387764,54,0.6296296296296297,Peep Show,0
35,6,5,8.4,tt0387764,54,0.6481481481481481,Peep Show,0
36,6,6,8.3,tt0387764,54,0.6666666666666666,Peep Show,0
37,7,1,8.1,tt0387764,54,0.6851851851851852,Peep Show,0
38,7,2,7.9,tt0387764,54,0.7037037037037037,Peep Show,0
39,7,3,8.3,tt0387764,54,0.7222222222222222,Peep Show,0
40,7,4,8.5,tt0387764,54,0.7407407407407407,Peep Show,0
41,7,5,8.9,tt0387764,54,0.7592592592592593,Peep Show,0
42,7,6,8.2,tt0387764,54,0.7777777777777778,Peep Show,0
43,8,1,8.1,tt0387764,54,0.7962962962962963,Peep Show,0
44,8,2,7.7,tt0387764,54,0.8148148148148148,Peep Show,0
45,8,3,8.1,tt0387764,54,0.8333333333333334,Peep Show,0
46,8,4,7.5,tt0387764,54,0.8518518518518519,Peep Show,0
47,8,5,7.6,tt0387764,54,0.8703703703703703,Peep Show,0
48,8,6,7.9,tt0387764,54,0.8888888888888888,Peep Show,0
49,9,1,8.1,tt0387764,54,0.9074074074074074,Peep Show,0
50,9,2,8.1,tt0387764,54,0.9259259259259259,Peep Show,0
51,9,3,9.0,tt0387764,54,0.9444444444444444,Peep Show,0
52,9,4,7.9,tt0387764,54,0.9629629629629629,Peep Show,0
18,1,18,7.2,tt0388629,883,0.020385050962627407,One Piece: Wan pîsu,0
35,1,35,7.8,tt0388629,883,0.039637599093997736,One Piece: Wan pîsu,0
52,1,52,8.0,tt0388629,883,0.05889014722536806,One Piece: Wan pîsu,0
70,1,70,7.3,tt0388629,883,0.07927519818799547,One Piece: Wan pîsu,0
87,1,87,8.0,tt0388629,883,0.0985277463193658,One Piece: Wan pîsu,0
104,1,104,7.8,tt0388629,883,0.11778029445073612,One Piece: Wan pîsu,0
122,1,122,8.2,tt0388629,883,0.13816534541336353,One Piece: Wan pîsu,0
139,1,139,7.2,tt0388629,883,0.15741789354473387,One Piece: Wan pîsu,0
156,1,156,7.5,tt0388629,883,0.17667044167610418,One Piece: Wan pîsu,0
173,1,173,7.8,tt0388629,883,0.19592298980747452,One Piece: Wan pîsu,0
191,1,191,7.9,tt0388629,883,0.21630804077010193,One Piece: Wan pîsu,0
208,1,208,7.4,tt0388629,883,0.23556058890147225,One Piece: Wan pîsu,0
225,1,225,6.8,tt0388629,883,0.2548131370328426,One Piece: Wan pîsu,0
243,1,243,7.9,tt0388629,883,0.27519818799546997,One Piece: Wan pîsu,0
260,1,260,7.7,tt0388629,883,0.2944507361268403,One Piece: Wan pîsu,0
277,1,277,7.9,tt0388629,883,0.31370328425821065,One Piece: Wan pîsu,0
295,1,295,7.6,tt0388629,883,0.33408833522083803,One Piece: Wan pîsu,0
312,1,312,8.0,tt0388629,883,0.35334088335220837,One Piece: Wan pîsu,0
329,1,329,6.9,tt0388629,883,0.3725934314835787,One Piece: Wan pîsu,0
346,1,346,7.6,tt0388629,883,0.39184597961494905,One Piece: Wan pîsu,0
364,1,364,7.2,tt0388629,883,0.41223103057757643,One Piece: Wan pîsu,0
381,1,381,7.8,tt0388629,883,0.43148357870894677,One Piece: Wan pîsu,0
398,1,398,7.9,tt0388629,883,0.4507361268403171,One Piece: Wan pîsu,0
416,1,416,7.8,tt0388629,883,0.4711211778029445,One Piece: Wan pîsu,0
433,1,433,7.8,tt0388629,883,0.49037372593431483,One Piece: Wan pîsu,0
450,1,450,7.8,tt0388629,883,0.5096262740656852,One Piece: Wan pîsu,0
467,1,467,7.8,tt0388629,883,0.5288788221970555,One Piece: Wan pîsu,0
485,1,485,8.0,tt0388629,883,0.549263873159683,One Piece: Wan pîsu,0
502,1,502,7.4,tt0388629,883,0.5685164212910532,One Piece: Wan pîsu,0
519,1,519,7.6,tt0388629,883,0.5877689694224235,One Piece: Wan pîsu,0
537,1,537,7.6,tt0388629,883,0.608154020385051,One Piece: Wan pîsu,0
554,1,554,8.1,tt0388629,883,0.6274065685164213,One Piece: Wan pîsu,0
571,1,571,7.5,tt0388629,883,0.6466591166477916,One Piece: Wan pîsu,0
589,1,589,7.2,tt0388629,883,0.6670441676104191,One Piece: Wan pîsu,0
606,1,606,7.2,tt0388629,883,0.6862967157417894,One Piece: Wan pîsu,0
623,1,623,7.4,tt0388629,883,0.7055492638731596,One Piece: Wan pîsu,0
640,1,640,7.4,tt0388629,883,0.72480181200453,One Piece: Wan pîsu,0
658,1,658,7.8,tt0388629,883,0.7451868629671574,One Piece: Wan pîsu,0
675,1,675,8.2,tt0388629,883,0.7644394110985278,One Piece: Wan pîsu,0
692,1,692,7.8,tt0388629,883,0.7836919592298981,One Piece: Wan pîsu,0
710,1,710,7.5,tt0388629,883,0.8040770101925255,One Piece: Wan pîsu,0
727,1,727,7.8,tt0388629,883,0.8233295583238958,One Piece: Wan pîsu,0
744,1,744,7.9,tt0388629,883,0.8425821064552661,One Piece: Wan pîsu,0
761,1,761,7.6,tt0388629,883,0.8618346545866364,One Piece: Wan pîsu,0
779,1,779,7.7,tt0388629,883,0.8822197055492639,One Piece: Wan pîsu,0
796,1,796,7.5,tt0388629,883,0.9014722536806342,One Piece: Wan pîsu,0
813,1,813,8.2,tt0388629,883,0.9207248018120046,One Piece: Wan pîsu,0
831,1,831,7.7,tt0388629,883,0.9411098527746319,One Piece: Wan pîsu,0
848,1,848,7.5,tt0388629,883,0.9603624009060022,One Piece: Wan pîsu,0
865,1,865,7.5,tt0388629,883,0.9796149490373726,One Piece: Wan pîsu,0
2,1,2,7.7,tt0407362,73,0.0273972602739726,Battlestar Galactica,0
3,1,3,7.6,tt0407362,73,0.0410958904109589,Battlestar Galactica,0
5,1,5,8.1,tt0407362,73,0.0684931506849315,Battlestar Galactica,0
6,1,6,7.6,tt0407362,73,0.0821917808219178,Battlestar Galactica,0
8,1,8,7.9,tt0407362,73,0.1095890410958904,Battlestar Galactica,0
9,1,9,7.5,tt0407362,73,0.1232876712328767,Battlestar Galactica,0
10,1,10,8.3,tt0407362,73,0.136986301369863,Battlestar Galactica,0
12,1,12,8.2,tt0407362,73,0.1643835616438356,Battlestar Galactica,0
13,1,13,8.7,tt0407362,73,0.1780821917808219,Battlestar Galactica,0
15,2,2,7.8,tt0407362,73,0.2054794520547945,Battlestar Galactica,0
16,2,3,7.8,tt0407362,73,0.2191780821917808,Battlestar Galactica,0
17,2,4,7.9,tt0407362,73,0.2328767123287671,Battlestar Galactica,0
19,2,6,7.9,tt0407362,73,0.2602739726027397,Battlestar Galactica,0
20,2,7,8.2,tt0407362,73,0.273972602739726,Battlestar Galactica,0
22,2,9,8.1,tt0407362,73,0.3013698630136986,Battlestar Galactica,0
23,2,10,8.9,tt0407362,73,0.3150684931506849,Battlestar Galactica,0
25,2,12,8.8,tt0407362,73,0.3424657534246575,Battlestar Galactica,0
26,2,13,7.3,tt0407362,73,0.3561643835616438,Battlestar Galactica,0
27,2,14,6.3,tt0407362,73,0.3698630136986301,Battlestar Galactica,0
29,2,16,6.9,tt0407362,73,0.3972602739726027,Battlestar Galactica,0
30,2,17,7.6,tt0407362,73,0.410958904109589,Battlestar Galactica,0
32,2,19,7.9,tt0407362,73,0.4383561643835616,Battlestar Galactica,0
33,2,20,8.6,tt0407362,73,0.4520547945205479,Battlestar Galactica,0
34,3,1,8.1,tt0407362,73,0.4657534246575342,Battlestar Galactica,0
36,3,3,8.2,tt0407362,73,0.4931506849315068,Battlestar Galactica,0
37,3,4,9.1,tt0407362,73,0.5068493150684932,Battlestar Galactica,0
39,3,6,7.8,tt0407362,73,0.5342465753424658,Battlestar Galactica,0
40,3,7,7.6,tt0407362,73,0.547945205479452,Battlestar Galactica,0
41,3,8,7.3,tt0407362,73,0.5616438356164384,Battlestar Galactica,0
43,3,10,7.5,tt0407362,73,0.589041095890411,Battlestar Galactica,0
44,3,11,8.0,tt0407362,73,0.6027397260273972,Battlestar Galactica,0
46,3,13,7.7,tt0407362,73,0.6301369863013698,Battlestar Galactica,0
47,3,14,6.9,tt0407362,73,0.6438356164383562,Battlestar Galactica,0
49,3,16,7.5,tt0407362,73,0.6712328767123288,Battlestar Galactica,0
50,3,17,7.9,tt0407362,73,0.684931506849315,Battlestar Galactica,0
51,3,18,7.6,tt0407362,73,0.6986301369863014,Battlestar Galactica,0
53,3,20,9.2,tt0407362,73,0.726027397260274,Battlestar Galactica,0
54,4,1,8.5,tt0407362,73,0.7397260273972602,Battlestar Galactica,0
56,4,3,8.0,tt0407362,73,0.7671232876712328,Battlestar Galactica,0
57,4,4,7.6,tt0407362,73,0.7808219178082192,Battlestar Galactica,0
58,4,5,7.6,tt0407362,73,0.7945205479452054,Battlestar Galactica,0
60,4,7,8.7,tt0407362,73,0.821917808219178,Battlestar Galactica,0
61,4,8,7.8,tt0407362,73,0.8356164383561644,Battlestar Galactica,0
63,4,10,9.2,tt0407362,73,0.863013698630137,Battlestar Galactica,0
64,4,11,8.8,tt0407362,73,0.8767123287671232,Battlestar Galactica,0
65,4,12,7.9,tt0407362,73,0.8904109589041096,Battlestar Galactica,0
67,4,14,9.2,tt0407362,73,0.9178082191780822,Battlestar Galactica,0
68,4,15,8.5,tt0407362,73,0.9315068493150684,Battlestar Galactica,0
70,4,17,8.3,tt0407362,73,0.958904109589041,Battlestar Galactica,0
71,4,18,7.9,tt0407362,73,0.9726027397260274,Battlestar Galactica,0
4,1,4,8.5,tt0412142,176,0.022727272727272728,House M.D.,0
7,1,7,8.3,tt0412142,176,0.03977272727272727,House M.D.,0
11,1,11,8.8,tt0412142,176,0.0625,House M.D.,0
14,1,14,8.8,tt0412142,176,0.07954545454545454,House M.D.,0
18,1,18,8.9,tt0412142,176,0.10227272727272728,House M.D.,0
21,1,21,9.6,tt0412142,176,0.11931818181818182,House M.D.,0
25,2,3,8.1,tt0412142,176,0.14204545454545456,House M.D.,0
28,2,6,8.1,tt0412142,176,0.1590909090909091,House M.D.,0
31,2,9,8.6,tt0412142,176,0.17613636363636365,House M.D.,0
35,2,13,8.8,tt0412142,176,0.19886363636363635,House M.D.,0
38,2,16,8.8,tt0412142,176,0.2159090909090909,House M.D.,0
42,2,20,9.1,tt0412142,176,0.23863636363636365,House M.D.,0
45,2,23,7.9,tt0412142,176,0.2556818181818182,House M.D.,0
49,3,3,8.7,tt0412142,176,0.2784090909090909,House M.D.,0
52,3,6,8.3,tt0412142,176,0.29545454545454547,House M.D.,0
55,3,9,8.6,tt0412142,176,0.3125,House M.D.,0
59,3,13,8.2,tt0412142,176,0.3352272727272727,House M.D.,0
62,3,16,8.2,tt0412142,176,0.3522727272727273,House M.D.,0
66,3,20,8.4,tt0412142,176,0.375,House M.D.,0
69,3,23,8.6,tt0412142,176,0.39204545454545453,House M.D.,0
73,4,3,8.8,tt0412142,176,0.4147727272727273,House M.D.,0
76,4,6,8.7,tt0412142,176,0.4318181818181818,House M.D.,0
79,4,9,8.7,tt0412142,176,0.44886363636363635,House M.D.,0
83,4,13,8.2,tt0412142,176,0.4715909090909091,House M.D.,0
86,4,16,9.7,tt0412142,176,0.48863636363636365,House M.D.,0
90,5,4,9.0,tt0412142,176,0.5113636363636364,House M.D.,0
93,5,7,8.4,tt0412142,176,0.5284090909090909,House M.D.,0
97,5,11,8.5,tt0412142,176,0.5511363636363636,House M.D.,0
100,5,14,8.1,tt0412142,176,0.5681818181818182,House M.D.,0
103,5,17,8.8,tt0412142,176,0.5852272727272727,House M.D.,0
107,5,21,8.5,tt0412142,176,0.6079545454545454,House M.D.,0
110,5,24,9.6,tt0412142,176,0.625,House M.D.,0
114,6,4,8.6,tt0412142,176,0.6477272727272727,House M.D.,0
117,6,7,8.3,tt0412142,176,0.6647727272727273,House M.D.,0
121,6,11,8.8,tt0412142,176,0.6875,House M.D.,0
124,6,14,8.1,tt0412142,176,0.7045454545454546,House M.D.,0
127,6,17,8.1,tt0412142,176,0.7215909090909091,House M.D.,0
131,6,21,9.5,tt0412142,176,0.7443181818181818,House M.D.,0
134,7,3,8.4,tt0412142,176,0.7613636363636364,House M.D.,0
138,7,7,8.7,tt0412142,176,0.7840909090909091,House M.D.,0
141,7,10,8.2,tt0412142,176,0.8011363636363636,House M.D.,0
145,7,14,8.0,tt0412142,176,0.8238636363636364,House M.D.,0
148,7,17,8.5,tt0412142,176,0.8409090909090909,House M.D.,0
151,7,20,8.0,tt0412142,176,0.8579545454545454,House M.D.,0
155,8,1,8.8,tt0412142,176,0.8806818181818182,House M.D.,0
158,8,4,8.1,tt0412142,176,0.8977272727272727,House M.D.,0
162,8,8,8.0,tt0412142,176,0.9204545454545454,House M.D.,0
165,8,11,9.1,tt0412142,176,0.9375,House M.D.,0
169,8,15,7.6,tt0412142,176,0.9602272727272727,House M.D.,0
172,8,18,8.1,tt0412142,176,0.9772727272727273,House M.D.,0
2,1,2,8.2,tt0417299,61,0.03278688524590164,Avatar: The Last Airbender,0
3,1,3,8.4,tt0417299,61,0.04918032786885246,Avatar: The Last Airbender,0
4,1,4,8.5,tt0417299,61,0.06557377049180328,Avatar: The Last Airbender,0
5,1,5,8.2,tt0417299,61,0.08196721311475409,Avatar: The Last Airbender,0
6,1,6,8.3,tt0417299,61,0.09836065573770492,Avatar: The Last Airbender,0
8,1,8,8.3,tt0417299,61,0.13114754098360656,Avatar: The Last Airbender,0
9,1,9,8.9,tt0417299,61,0.14754098360655737,Avatar: The Last Airbender,0
10,1,10,8.1,tt0417299,61,0.16393442622950818,Avatar: The Last Airbender,0
11,1,11,8.0,tt0417299,61,0.18032786885245902,Avatar: The Last Airbender,0
12,1,12,7.2,tt0417299,61,0.19672131147540983,Avatar: The Last Airbender,0
13,1,13,9.0,tt0417299,61,0.21311475409836064,Avatar: The Last Airbender,0
15,1,15,8.0,tt0417299,61,0.2459016393442623,Avatar: The Last Airbender,0
16,1,16,8.0,tt0417299,61,0.26229508196721313,Avatar: The Last Airbender,0
17,1,17,8.5,tt0417299,61,0.2786885245901639,Avatar: The Last Airbender,0
18,1,18,8.1,tt0417299,61,0.29508196721311475,Avatar: The Last Airbender,0
19,1,19,8.6,tt0417299,61,0.3114754098360656,Avatar: The Last Airbender,0
21,2,1,8.7,tt0417299,61,0.3442622950819672,Avatar: The Last Airbender,0
22,2,2,8.3,tt0417299,61,0.36065573770491804,Avatar: The Last Airbender,0
23,2,3,8.5,tt0417299,61,0.3770491803278688,Avatar: The Last Airbender,0
24,2,4,7.9,tt0417299,61,0.39344262295081966,Avatar: The Last Airbender,0
25,2,5,7.7,tt0417299,61,0.4098360655737705,Avatar: The Last Airbender,0
26,2,6,9.1,tt0417299,61,0.4262295081967213,Avatar: The Last Airbender,0
28,2,8,8.9,tt0417299,61,0.45901639344262296,Avatar: The Last Airbender,0
29,2,9,8.6,tt0417299,61,0.47540983606557374,Avatar: The Last Airbender,0
30,2,10,8.8,tt0417299,61,0.4918032786885246,Avatar: The Last Airbender,0
31,2,11,8.8,tt0417299,61,0.5081967213114754,Avatar: The Last Airbender,0
32,2,12,8.4,tt0417299,61,0.5245901639344263,Avatar: The Last Airbender,0
33,2,13,9.0,tt0417299,61,0.5409836065573771,Avatar: The Last Airbender,0
35,2,15,9.1,tt0417299,61,0.5737704918032787,Avatar: The Last Airbender,0
36,2,16,8.8,tt0417299,61,0.5901639344262295,Avatar: The Last Airbender,0
37,2,17,9.0,tt0417299,61,0.6065573770491803,Avatar: The Last Airbender,0
38,2,18,8.6,tt0417299,61,0.6229508196721312,Avatar: The Last Airbender,0
39,2,19,9.0,tt0417299,61,0.639344262295082,Avatar: The Last Airbender,0
41,3,1,8.7,tt0417299,61,0.6721311475409836,Avatar: The Last Airbender,0
42,3,2,8.5,tt0417299,61,0.6885245901639344,Avatar: The Last Airbender,0
43,3,3,8.1,tt0417299,61,0.7049180327868853,Avatar: The Last Airbender,0
44,3,4,8.8,tt0417299,61,0.7213114754098361,Avatar: The Last Airbender,0
45,3,5,8.5,tt0417299,61,0.7377049180327869,Avatar: The Last Airbender,0
46,3,6,9.4,tt0417299,61,0.7540983606557377,Avatar: The Last Airbender,0
48,3,8,9.0,tt0417299,61,0.7868852459016393,Avatar: The Last Airbender,0
49,3,9,7.9,tt0417299,61,0.8032786885245902,Avatar: The Last Airbender,0
50,3,10,9.1,tt0417299,61,0.819672131147541,Avatar: The Last Airbender,0
51,3,11,9.3,tt0417299,61,0.8360655737704918,Avatar: The Last Airbender,0
52,3,12,8.9,tt0417299,61,0.8524590163934426,Avatar: The Last Airbender,0
53,3,13,9.1,tt0417299,61,0.8688524590163934,Avatar: The Last Airbender,0
55,3,15,9.2,tt0417299,61,0.9016393442622951,Avatar: The Last Airbender,0
56,3,16,8.9,tt0417299,61,0.9180327868852459,Avatar: The Last Airbender,0
57,3,17,8.7,tt0417299,61,0.9344262295081968,Avatar: The Last Airbender,0
58,3,18,9.1,tt0417299,61,0.9508196721311475,Avatar: The Last Airbender,0
59,3,19,9.4,tt0417299,61,0.9672131147540983,Avatar: The Last Airbender,0
2,1,2,7.9,tt0417373,86,0.023255813953488372,The Venture Bros.,0
4,1,4,8.0,tt0417373,86,0.046511627906976744,The Venture Bros.,0
6,1,6,8.1,tt0417373,86,0.06976744186046512,The Venture Bros.,0
7,1,7,8.7,tt0417373,86,0.08139534883720931,The Venture Bros.,0
9,1,9,7.9,tt0417373,86,0.10465116279069768,The Venture Bros.,0
11,1,11,8.4,tt0417373,86,0.12790697674418605,The Venture Bros.,0
12,1,12,8.4,tt0417373,86,0.13953488372093023,The Venture Bros.,0
14,1,14,8.6,tt0417373,86,0.16279069767441862,The Venture Bros.,0
16,2,1,8.8,tt0417373,86,0.18604651162790697,The Venture Bros.,0
17,2,2,8.5,tt0417373,86,0.19767441860465115,The Venture Bros.,0
19,2,4,8.4,tt0417373,86,0.22093023255813954,The Venture Bros.,0
21,2,6,8.9,tt0417373,86,0.2441860465116279,The Venture Bros.,0
22,2,7,8.1,tt0417373,86,0.2558139534883721,The Venture Bros.,0
24,2,9,7.7,tt0417373,86,0.27906976744186046,The Venture Bros.,0
26,2,11,8.7,tt0417373,86,0.3023255813953488,The Venture Bros.,0
27,2,12,8.8,tt0417373,86,0.313953488372093,The Venture Bros.,0
29,3,1,8.7,tt0417373,86,0.3372093023255814,The Venture Bros.,0
31,3,3,8.7,tt0417373,86,0.36046511627906974,The Venture Bros.,0
32,3,4,8.2,tt0417373,86,0.37209302325581395,The Venture Bros.,0
34,3,6,8.2,tt0417373,86,0.3953488372093023,The Venture Bros.,0
36,3,8,8.4,tt0417373,86,0.4186046511627907,The Venture Bros.,0
37,3,9,8.4,tt0417373,86,0.43023255813953487,The Venture Bros.,0
39,3,11,8.4,tt0417373,86,0.45348837209302323,The Venture Bros.,0
41,3,13,9.2,tt0417373,86,0.47674418604651164,The Venture Bros.,0
42,4,1,8.7,tt0417373,86,0.4883720930232558,The Venture Bros.,0
44,4,3,8.2,tt0417373,86,0.5116279069767442,The Venture Bros.,0
46,4,5,8.3,tt0417373,86,0.5348837209302325,The Venture Bros.,0
47,4,6,8.6,tt0417373,86,0.5465116279069767,The Venture Bros.,0
49,4,8,8.6,tt0417373,86,0.5697674418604651,The Venture Bros.,0
51,4,10,8.1,tt0417373,86,0.5930232558139535,The Venture Bros.,0
52,4,11,8.4,tt0417373,86,0.6046511627906976,The Venture Bros.,0
54,4,13,8.6,tt0417373,86,0.627906976744186,The Venture Bros.,0
56,4,15,8.2,tt0417373,86,0.6511627906976745,The Venture Bros.,0
57,4,16,9.5,tt0417373,86,0.6627906976744186,The Venture Bros.,0
59,5,1,8.8,tt0417373,86,0.686046511627907,The Venture Bros.,0
61,5,3,8.5,tt0417373,86,0.7093023255813954,The Venture Bros.,0
62,5,4,8.2,tt0417373,86,0.7209302325581395,The Venture Bros.,0
64,5,6,8.9,tt0417373,86,0.7441860465116279,The Venture Bros.,0
66,5,8,8.5,tt0417373,86,0.7674418604651163,The Venture Bros.,0
67,5,9,8.5,tt0417373,86,0.7790697674418605,The Venture Bros.,0
69,6,2,8.8,tt0417373,86,0.8023255813953488,The Venture Bros.,0
71,6,4,8.8,tt0417373,86,0.8255813953488372,The Venture Bros.,0
72,6,5,8.8,tt0417373,86,0.8372093023255814,The Venture Bros.,0
74,6,7,8.9,tt0417373,86,0.8604651162790697,The Venture Bros.,0
76,6,9,9.2,tt0417373,86,0.8837209302325582,The Venture Bros.,0
77,7,1,9.1,tt0417373,86,0.8953488372093024,The Venture Bros.,0
79,7,3,9.5,tt0417373,86,0.9186046511627907,The Venture Bros.,0
81,7,5,9.0,tt0417373,86,0.9418604651162791,The Venture Bros.,0
82,7,6,8.8,tt0417373,86,0.9534883720930233,The Venture Bros.,0
84,7,8,8.7,tt0417373,86,0.9767441860465116,The Venture Bros.,0
1,1,1,7.8,tt0421357,51,0.0196078431372549,Fullmetal Alchemist,0
2,1,2,7.8,tt0421357,51,0.0392156862745098,Fullmetal Alchemist,0
3,1,3,8.2,tt0421357,51,0.058823529411764705,Fullmetal Alchemist,0
4,1,4,7.2,tt0421357,51,0.0784313725490196,Fullmetal Alchemist,0
5,1,5,7.8,tt0421357,51,0.09803921568627451,Fullmetal Alchemist,0
6,1,6,8.0,tt0421357,51,0.11764705882352941,Fullmetal Alchemist,0
7,1,7,8.9,tt0421357,51,0.13725490196078433,Fullmetal Alchemist,0
8,1,8,8.2,tt0421357,51,0.1568627450980392,Fullmetal Alchemist,0
9,1,9,8.0,tt0421357,51,0.17647058823529413,Fullmetal Alchemist,0
10,1,10,7.6,tt0421357,51,0.19607843137254902,Fullmetal Alchemist,0
11,1,11,7.5,tt0421357,51,0.21568627450980393,Fullmetal Alchemist,0
12,1,12,7.5,tt0421357,51,0.23529411764705882,Fullmetal Alchemist,0
13,1,13,8.0,tt0421357,51,0.2549019607843137,Fullmetal Alchemist,0
14,1,14,7.9,tt0421357,51,0.27450980392156865,Fullmetal Alchemist,0
15,1,15,8.3,tt0421357,51,0.29411764705882354,Fullmetal Alchemist,0
16,1,16,7.6,tt0421357,51,0.3137254901960784,Fullmetal Alchemist,0
17,1,17,7.9,tt0421357,51,0.3333333333333333,Fullmetal Alchemist,0
18,1,18,7.7,tt0421357,51,0.35294117647058826,Fullmetal Alchemist,0
19,1,19,8.0,tt0421357,51,0.37254901960784315,Fullmetal Alchemist,0
20,1,20,8.2,tt0421357,51,0.39215686274509803,Fullmetal Alchemist,0
21,1,21,8.4,tt0421357,51,0.4117647058823529,Fullmetal Alchemist,0
22,1,22,8.6,tt0421357,51,0.43137254901960786,Fullmetal Alchemist,0
23,1,23,7.8,tt0421357,51,0.45098039215686275,Fullmetal Alchemist,0
24,1,24,7.8,tt0421357,51,0.47058823529411764,Fullmetal Alchemist,0
25,1,25,9.0,tt0421357,51,0.49019607843137253,Fullmetal Alchemist,0
26,1,26,7.4,tt0421357,51,0.5098039215686274,Fullmetal Alchemist,0
27,1,27,8.1,tt0421357,51,0.5294117647058824,Fullmetal Alchemist,0
28,1,28,8.0,tt0421357,51,0.5490196078431373,Fullmetal Alchemist,0
29,1,29,8.2,tt0421357,51,0.5686274509803921,Fullmetal Alchemist,0
30,1,30,8.0,tt0421357,51,0.5882352941176471,Fullmetal Alchemist,0
31,1,31,8.2,tt0421357,51,0.6078431372549019,Fullmetal Alchemist,0
32,1,32,7.7,tt0421357,51,0.6274509803921569,Fullmetal Alchemist,0
33,1,33,7.9,tt0421357,51,0.6470588235294118,Fullmetal Alchemist,0
34,1,34,8.5,tt0421357,51,0.6666666666666666,Fullmetal Alchemist,0
35,1,35,7.8,tt0421357,51,0.6862745098039216,Fullmetal Alchemist,0
36,1,36,7.7,tt0421357,51,0.7058823529411765,Fullmetal Alchemist,0
37,1,37,7.9,tt0421357,51,0.7254901960784313,Fullmetal Alchemist,0
38,1,38,7.6,tt0421357,51,0.7450980392156863,Fullmetal Alchemist,0
39,1,39,8.1,tt0421357,51,0.7647058823529411,Fullmetal Alchemist,0
40,1,40,8.6,tt0421357,51,0.7843137254901961,Fullmetal Alchemist,0
41,1,41,8.6,tt0421357,51,0.803921568627451,Fullmetal Alchemist,0
42,1,42,8.7,tt0421357,51,0.8235294117647058,Fullmetal Alchemist,0
43,1,43,8.2,tt0421357,51,0.8431372549019608,Fullmetal Alchemist,0
44,1,44,8.5,tt0421357,51,0.8627450980392157,Fullmetal Alchemist,0
45,1,45,8.3,tt0421357,51,0.8823529411764706,Fullmetal Alchemist,0
46,1,46,8.2,tt0421357,51,0.9019607843137255,Fullmetal Alchemist,0
47,1,47,8.5,tt0421357,51,0.9215686274509803,Fullmetal Alchemist,0
48,1,48,8.2,tt0421357,51,0.9411764705882353,Fullmetal Alchemist,0
49,1,49,8.3,tt0421357,51,0.9607843137254902,Fullmetal Alchemist,0
50,1,50,8.8,tt0421357,51,0.9803921568627451,Fullmetal Alchemist,0
2,1,2,8.2,tt0434706,74,0.02702702702702703,Monster,0
3,1,3,8.0,tt0434706,74,0.04054054054054054,Monster,0
5,1,5,7.9,tt0434706,74,0.06756756756756757,Monster,0
