Episode Number,Season,Episode,Rating,Code,Number of Episodes,Prop Through Series,Title,main_character_left
76,5,21,7.4,tt0106028,122,0.6229508196721312,Homicide: Life on the Street,0
79,6,2,8.8,tt0106028,122,0.6475409836065574,Homicide: Life on the Street,0
81,6,4,8.3,tt0106028,122,0.6639344262295082,Homicide: Life on the Street,0
84,6,7,9.6,tt0106028,122,0.6885245901639344,Homicide: Life on the Street,0
86,6,9,8.3,tt0106028,122,0.7049180327868853,Homicide: Life on the Street,0
88,6,11,8.3,tt0106028,122,0.7213114754098361,Homicide: Life on the Street,0
91,6,14,8.1,tt0106028,122,0.7459016393442623,Homicide: Life on the Street,0
93,6,16,8.0,tt0106028,122,0.7622950819672131,Homicide: Life on the Street,0
95,6,18,8.4,tt0106028,122,0.7786885245901639,Homicide: Life on the Street,0
98,6,21,8.8,tt0106028,122,0.8032786885245902,Homicide: Life on the Street,0
100,6,23,8.8,tt0106028,122,0.819672131147541,Homicide: Life on the Street,0
103,7,3,7.6,tt0106028,122,0.8442622950819673,Homicide: Life on the Street,0
105,7,5,8.1,tt0106028,122,0.860655737704918,Homicide: Life on the Street,0
107,7,7,8.2,tt0106028,122,0.8770491803278688,Homicide: Life on the Street,0
110,7,10,8.3,tt0106028,122,0.9016393442622951,Homicide: Life on the Street,0
112,7,12,8.1,tt0106028,122,0.9180327868852459,Homicide: Life on the Street,0
114,7,14,7.8,tt0106028,122,0.9344262295081968,Homicide: Life on the Street,0
117,7,17,8.0,tt0106028,122,0.9590163934426229,Homicide: Life on the Street,0
119,7,19,8.4,tt0106028,122,0.9754098360655737,Homicide: Life on the Street,0
5,1,5,7.2,tt0106179,217,0.02304147465437788,The X-Files,0
9,1,9,6.3,tt0106179,217,0.041474654377880185,The X-Files,0
13,1,13,8.8,tt0106179,217,0.059907834101382486,The X-Files,0
17,1,17,8.6,tt0106179,217,0.07834101382488479,The X-Files,0
22,1,22,7.3,tt0106179,217,0.10138248847926268,The X-Files,0
26,2,2,8.4,tt0106179,217,0.11981566820276497,The X-Files,0
30,2,6,8.8,tt0106179,217,0.1382488479262673,The X-Files,0
34,2,10,7.9,tt0106179,217,0.15668202764976957,The X-Files,0
39,2,15,7.3,tt0106179,217,0.17972350230414746,The X-Files,0
43,2,19,7.7,tt0106179,217,0.19815668202764977,The X-Files,0
47,2,23,8.0,tt0106179,217,0.21658986175115208,The X-Files,0
51,3,2,9.2,tt0106179,217,0.2350230414746544,The X-Files,0
56,3,7,7.4,tt0106179,217,0.25806451612903225,The X-Files,0
60,3,11,7.4,tt0106179,217,0.2764976958525346,The X-Files,0
64,3,15,8.6,tt0106179,217,0.29493087557603687,The X-Files,0
68,3,19,7.3,tt0106179,217,0.31336405529953915,The X-Files,0
73,3,24,8.7,tt0106179,217,0.33640552995391704,The X-Files,0
77,4,4,8.3,tt0106179,217,0.3548387096774194,The X-Files,0
81,4,8,8.8,tt0106179,217,0.37327188940092165,The X-Files,0
85,4,12,8.5,tt0106179,217,0.391705069124424,The X-Files,0
89,4,16,7.5,tt0106179,217,0.41013824884792627,The X-Files,0
94,4,21,8.4,tt0106179,217,0.43317972350230416,The X-Files,0
98,5,1,8.9,tt0106179,217,0.45161290322580644,The X-Files,0
102,5,5,8.8,tt0106179,217,0.4700460829493088,The X-Files,0
106,5,9,7.2,tt0106179,217,0.48847926267281105,The X-Files,0
111,5,14,8.6,tt0106179,217,0.511520737327189,The X-Files,0
115,5,18,8.4,tt0106179,217,0.5299539170506913,The X-Files,0
119,6,2,8.7,tt0106179,217,0.5483870967741935,The X-Files,0
123,6,6,8.4,tt0106179,217,0.5668202764976958,The X-Files,0
128,6,11,8.8,tt0106179,217,0.5898617511520737,The X-Files,0
132,6,15,8.7,tt0106179,217,0.6082949308755761,The X-Files,0
136,6,19,8.7,tt0106179,217,0.6267281105990783,The X-Files,0
140,7,1,8.1,tt0106179,217,0.6451612903225806,The X-Files,0
145,7,6,8.4,tt0106179,217,0.6682027649769585,The X-Files,0
149,7,10,8.3,tt0106179,217,0.6866359447004609,The X-Files,0
153,7,14,7.6,tt0106179,217,0.7050691244239631,The X-Files,0
157,7,18,7.9,tt0106179,217,0.7235023041474654,The X-Files,0
161,7,22,8.8,tt0106179,217,0.7419354838709677,The X-Files,0
166,8,5,7.9,tt0106179,217,0.7649769585253456,The X-Files,0
170,8,9,7.1,tt0106179,217,0.783410138248848,The X-Files,0
174,8,13,8.2,tt0106179,217,0.8018433179723502,The X-Files,0
178,8,17,7.5,tt0106179,217,0.8202764976958525,The X-Files,0
183,9,1,7.6,tt0106179,217,0.8433179723502304,The X-Files,0
187,9,5,7.1,tt0106179,217,0.8617511520737328,The X-Files,0
191,9,9,7.8,tt0106179,217,0.880184331797235,The X-Files,0
195,9,13,7.6,tt0106179,217,0.8986175115207373,The X-Files,0
200,9,18,7.9,tt0106179,217,0.9216589861751152,The X-Files,0
204,10,3,8.1,tt0106179,217,0.9400921658986175,The X-Files,0
208,11,1,6.6,tt0106179,217,0.9585253456221198,The X-Files,0
212,11,5,8.2,tt0106179,217,0.9769585253456221,The X-Files,0
5,1,5,8.5,tt0108778,236,0.0211864406779661,Friends,0
10,1,10,8.1,tt0108778,236,0.0423728813559322,Friends,0
14,1,14,8.3,tt0108778,236,0.059322033898305086,Friends,0
19,1,19,8.2,tt0108778,236,0.08050847457627118,Friends,0
24,1,24,8.9,tt0108778,236,0.1016949152542373,Friends,0
28,2,4,8.0,tt0108778,236,0.11864406779661017,Friends,0
33,2,9,8.0,tt0108778,236,0.13983050847457626,Friends,0
37,2,13,8.8,tt0108778,236,0.15677966101694915,Friends,0
42,2,18,8.5,tt0108778,236,0.17796610169491525,Friends,0
47,2,23,8.2,tt0108778,236,0.19915254237288135,Friends,0
51,3,3,8.1,tt0108778,236,0.21610169491525424,Friends,0
56,3,8,8.4,tt0108778,236,0.23728813559322035,Friends,0
60,3,12,8.3,tt0108778,236,0.2542372881355932,Friends,0
65,3,17,8.3,tt0108778,236,0.2754237288135593,Friends,0
70,3,22,8.3,tt0108778,236,0.2966101694915254,Friends,0
74,4,1,9.1,tt0108778,236,0.3135593220338983,Friends,0
79,4,6,8.6,tt0108778,236,0.3347457627118644,Friends,0
83,4,10,8.1,tt0108778,236,0.3516949152542373,Friends,0
88,4,15,8.5,tt0108778,236,0.3728813559322034,Friends,0
93,4,20,8.6,tt0108778,236,0.3940677966101695,Friends,0
97,4,24,9.2,tt0108778,236,0.4110169491525424,Friends,0
102,5,5,8.8,tt0108778,236,0.4322033898305085,Friends,0
106,5,9,9.1,tt0108778,236,0.4491525423728814,Friends,0
111,5,14,9.7,tt0108778,236,0.4703389830508475,Friends,0
116,5,19,8.8,tt0108778,236,0.4915254237288136,Friends,0
120,5,23,8.8,tt0108778,236,0.5084745762711864,Friends,0
125,6,4,8.6,tt0108778,236,0.5296610169491526,Friends,0
130,6,9,9.2,tt0108778,236,0.5508474576271186,Friends,0
134,6,13,8.3,tt0108778,236,0.5677966101694916,Friends,0
139,6,18,8.4,tt0108778,236,0.5889830508474576,Friends,0
143,6,22,9.0,tt0108778,236,0.6059322033898306,Friends,0
148,7,2,8.4,tt0108778,236,0.6271186440677966,Friends,0
153,7,7,8.5,tt0108778,236,0.6483050847457628,Friends,0
157,7,11,8.6,tt0108778,236,0.6652542372881356,Friends,0
162,7,16,8.7,tt0108778,236,0.6864406779661016,Friends,0
166,7,20,8.5,tt0108778,236,0.7033898305084746,Friends,0
171,8,1,8.7,tt0108778,236,0.7245762711864406,Friends,0
176,8,6,8.6,tt0108778,236,0.7457627118644068,Friends,0
180,8,10,8.1,tt0108778,236,0.7627118644067796,Friends,0
185,8,15,8.4,tt0108778,236,0.7838983050847458,Friends,0
189,8,19,7.5,tt0108778,236,0.8008474576271186,Friends,0
194,8,24,8.9,tt0108778,236,0.8220338983050848,Friends,0
199,9,5,8.5,tt0108778,236,0.8432203389830508,Friends,0
203,9,9,8.2,tt0108778,236,0.8601694915254238,Friends,0
208,9,14,8.3,tt0108778,236,0.8813559322033898,Friends,0
212,9,18,8.6,tt0108778,236,0.8983050847457628,Friends,0
217,9,23,8.5,tt0108778,236,0.9194915254237288,Friends,0
222,10,4,8.4,tt0108778,236,0.940677966101695,Friends,0
226,10,8,8.9,tt0108778,236,0.9576271186440678,Friends,0
231,10,13,8.5,tt0108778,236,0.9788135593220338,Friends,0
71,1,71,5.5,tt0115147,3592,0.019766146993318485,The Daily Show,0
141,1,141,4.8,tt0115147,3592,0.039253897550111355,The Daily Show,0
212,2,56,5.1,tt0115147,3592,0.05902004454342984,The Daily Show,0
282,2,126,5.0,tt0115147,3592,0.07850779510022271,The Daily Show,0
353,3,41,5.1,tt0115147,3592,0.0982739420935412,The Daily Show,0
423,3,111,7.5,tt0115147,3592,0.11776169265033408,The Daily Show,0
493,4,24,7.2,tt0115147,3592,0.13724944320712695,The Daily Show,0
564,4,95,7.2,tt0115147,3592,0.15701559020044542,The Daily Show,0
634,5,4,7.6,tt0115147,3592,0.1765033407572383,The Daily Show,0
705,5,75,7.2,tt0115147,3592,0.1962694877505568,The Daily Show,0
775,5,145,7.0,tt0115147,3592,0.21575723830734966,The Daily Show,0
845,6,57,7.2,tt0115147,3592,0.23524498886414255,The Daily Show,0
916,6,128,7.2,tt0115147,3592,0.25501113585746105,The Daily Show,0
986,7,40,8.2,tt0115147,3592,0.2744988864142539,The Daily Show,0
1057,7,111,7.2,tt0115147,3592,0.2942650334075724,The Daily Show,0
1127,8,27,5.7,tt0115147,3592,0.31375278396436523,The Daily Show,0
1198,8,98,6.1,tt0115147,3592,0.33351893095768376,The Daily Show,0
1268,9,13,5.9,tt0115147,3592,0.3530066815144766,The Daily Show,0
1338,10,8,6.4,tt0115147,3592,0.3724944320712695,The Daily Show,0
1409,10,79,6.3,tt0115147,3592,0.392260579064588,The Daily Show,0
1479,10,149,6.8,tt0115147,3592,0.41174832962138086,The Daily Show,0
1550,11,61,4.0,tt0115147,3592,0.4315144766146993,The Daily Show,0
1620,11,131,7.3,tt0115147,3592,0.4510022271714922,The Daily Show,0
1690,12,40,6.8,tt0115147,3592,0.4704899777282851,The Daily Show,0
1761,12,111,7.2,tt0115147,3592,0.49025612472160357,The Daily Show,0
1831,13,43,7.3,tt0115147,3592,0.5097438752783965,The Daily Show,0
1902,13,114,6.7,tt0115147,3592,0.529510022271715,The Daily Show,0
1972,14,24,7.3,tt0115147,3592,0.5489977728285078,The Daily Show,0
2042,14,94,6.3,tt0115147,3592,0.5684855233853007,The Daily Show,0
2113,15,4,6.7,tt0115147,3592,0.5882516703786191,The Daily Show,0
2183,15,74,6.4,tt0115147,3592,0.607739420935412,The Daily Show,0
2254,15,145,7.1,tt0115147,3592,0.6275055679287305,The Daily Show,0
2324,16,54,6.8,tt0115147,3592,0.6469933184855234,The Daily Show,0
2395,17,1,7.8,tt0115147,3592,0.6667594654788419,The Daily Show,0
2465,17,71,6.8,tt0115147,3592,0.6862472160356348,The Daily Show,0
2535,17,141,7.4,tt0115147,3592,0.7057349665924276,The Daily Show,0
2606,18,55,6.9,tt0115147,3592,0.7255011135857461,The Daily Show,0
2676,18,125,6.9,tt0115147,3592,0.744988864142539,The Daily Show,0
2747,19,38,7.3,tt0115147,3592,0.7647550111358574,The Daily Show,0
2817,19,108,7.8,tt0115147,3592,0.7842427616926503,The Daily Show,0
2887,20,19,8.0,tt0115147,3592,0.8037305122494433,The Daily Show,0
2958,20,90,7.5,tt0115147,3592,0.8234966592427617,The Daily Show,0
3028,21,18,6.4,tt0115147,3592,0.8429844097995546,The Daily Show,0
3099,21,89,6.6,tt0115147,3592,0.862750556792873,The Daily Show,0
3169,21,159,6.9,tt0115147,3592,0.8822383073496659,The Daily Show,0
3239,22,68,7.8,tt0115147,3592,0.9017260579064588,The Daily Show,0
3310,22,139,6.7,tt0115147,3592,0.9214922048997772,The Daily Show,0
3380,23,46,7.0,tt0115147,3592,0.9409799554565702,The Daily Show,0
3451,23,117,5.5,tt0115147,3592,0.9607461024498887,The Daily Show,0
3521,24,30,6.1,tt0115147,3592,0.9802338530066815,The Daily Show,0
2,1,2,8.5,tt0118421,56,0.03571428571428571,Oz,0
3,1,3,8.4,tt0118421,56,0.05357142857142857,Oz,0
4,1,4,8.5,tt0118421,56,0.07142857142857142,Oz,0
5,1,5,8.5,tt0118421,56,0.08928571428571429,Oz,0
6,1,6,8.6,tt0118421,56,0.10714285714285714,Oz,0
7,1,7,8.8,tt0118421,56,0.125,Oz,0
8,1,8,8.9,tt0118421,56,0.14285714285714285,Oz,0
9,2,1,8.1,tt0118421,56,0.16071428571428573,Oz,0
10,2,2,8.2,tt0118421,56,0.17857142857142858,Oz,0
11,2,3,8.3,tt0118421,56,0.19642857142857142,Oz,0
12,2,4,8.2,tt0118421,56,0.21428571428571427,Oz,0
13,2,5,8.3,tt0118421,56,0.23214285714285715,Oz,0
15,2,7,8.3,tt0118421,56,0.26785714285714285,Oz,0
16,2,8,8.5,tt0118421,56,0.2857142857142857,Oz,0
17,3,1,8.6,tt0118421,56,0.30357142857142855,Oz,0
18,3,2,8.5,tt0118421,56,0.32142857142857145,Oz,0
19,3,3,8.5,tt0118421,56,0.3392857142857143,Oz,0
20,3,4,8.8,tt0118421,56,0.35714285714285715,Oz,0
21,3,5,8.5,tt0118421,56,0.375,Oz,0
22,3,6,8.4,tt0118421,56,0.39285714285714285,Oz,0
23,3,7,8.6,tt0118421,56,0.4107142857142857,Oz,0
24,3,8,8.5,tt0118421,56,0.42857142857142855,Oz,0
25,4,1,8.9,tt0118421,56,0.44642857142857145,Oz,0
26,4,2,8.4,tt0118421,56,0.4642857142857143,Oz,0
27,4,3,8.5,tt0118421,56,0.48214285714285715,Oz,0
29,4,5,8.5,tt0118421,56,0.5178571428571429,Oz,0
30,4,6,8.5,tt0118421,56,0.5357142857142857,Oz,0
31,4,7,8.9,tt0118421,56,0.5535714285714286,Oz,0
32,4,8,8.6,tt0118421,56,0.5714285714285714,Oz,0
33,4,9,8.4,tt0118421,56,0.5892857142857143,Oz,0
34,4,10,8.8,tt0118421,56,0.6071428571428571,Oz,0
35,4,11,9.0,tt0118421,56,0.625,Oz,0
36,4,12,8.6,tt0118421,56,0.6428571428571429,Oz,0
37,4,13,8.5,tt0118421,56,0.6607142857142857,Oz,0
38,4,14,8.5,tt0118421,56,0.6785714285714286,Oz,0
39,4,15,8.5,tt0118421,56,0.6964285714285714,Oz,0
40,4,16,8.8,tt0118421,56,0.7142857142857143,Oz,0
41,5,1,8.5,tt0118421,56,0.7321428571428571,Oz,0
43,5,3,8.5,tt0118421,56,0.7678571428571429,Oz,0
44,5,4,8.7,tt0118421,56,0.7857142857142857,Oz,0
45,5,5,8.7,tt0118421,56,0.8035714285714286,Oz,0
46,5,6,8.8,tt0118421,56,0.8214285714285714,Oz,0
47,5,7,8.5,tt0118421,56,0.8392857142857143,Oz,0
48,5,8,8.6,tt0118421,56,0.8571428571428571,Oz,0
49,6,1,8.4,tt0118421,56,0.875,Oz,0
50,6,2,8.7,tt0118421,56,0.8928571428571429,Oz,0
51,6,3,8.8,tt0118421,56,0.9107142857142857,Oz,0
52,6,4,8.5,tt0118421,56,0.9285714285714286,Oz,0
53,6,5,8.5,tt0118421,56,0.9464285714285714,Oz,0
54,6,6,8.7,tt0118421,56,0.9642857142857143,Oz,0
8,1,8,6.2,tt0121220,383,0.020887728459530026,Dragon Ball Z: Doragon bôru zetto,0
15,1,15,6.0,tt0121220,383,0.0391644908616188,Dragon Ball Z: Doragon bôru zetto,0
23,1,23,6.9,tt0121220,383,0.06005221932114883,Dragon Ball Z: Doragon bôru zetto,0
30,1,30,6.8,tt0121220,383,0.0783289817232376,Dragon Ball Z: Doragon bôru zetto,0
38,1,38,6.7,tt0121220,383,0.09921671018276762,Dragon Ball Z: Doragon bôru zetto,0
45,1,45,7.7,tt0121220,383,0.1174934725848564,Dragon Ball Z: Doragon bôru zetto,0
53,1,53,8.0,tt0121220,383,0.13838120104438642,Dragon Ball Z: Doragon bôru zetto,0
60,1,60,7.2,tt0121220,383,0.1566579634464752,Dragon Ball Z: Doragon bôru zetto,0
68,1,68,7.1,tt0121220,383,0.17754569190600522,Dragon Ball Z: Doragon bôru zetto,0
75,1,75,7.1,tt0121220,383,0.195822454308094,Dragon Ball Z: Doragon bôru zetto,0
83,1,83,6.8,tt0121220,383,0.21671018276762402,Dragon Ball Z: Doragon bôru zetto,0
90,1,90,6.4,tt0121220,383,0.2349869451697128,Dragon Ball Z: Doragon bôru zetto,0
98,1,98,6.4,tt0121220,383,0.2558746736292428,Dragon Ball Z: Doragon bôru zetto,0
105,1,105,6.7,tt0121220,383,0.2741514360313316,Dragon Ball Z: Doragon bôru zetto,0
113,1,113,6.7,tt0121220,383,0.2950391644908616,Dragon Ball Z: Doragon bôru zetto,0
120,1,120,7.2,tt0121220,383,0.3133159268929504,Dragon Ball Z: Doragon bôru zetto,0
128,1,128,7.4,tt0121220,383,0.3342036553524804,Dragon Ball Z: Doragon bôru zetto,0
135,1,135,6.6,tt0121220,383,0.3524804177545692,Dragon Ball Z: Doragon bôru zetto,0
143,1,143,6.7,tt0121220,383,0.3733681462140992,Dragon Ball Z: Doragon bôru zetto,0
150,1,150,6.4,tt0121220,383,0.391644908616188,Dragon Ball Z: Doragon bôru zetto,0
158,1,158,6.4,tt0121220,383,0.412532637075718,Dragon Ball Z: Doragon bôru zetto,0
165,2,5,4.9,tt0121220,383,0.4308093994778068,Dragon Ball Z: Doragon bôru zetto,0
173,2,13,4.8,tt0121220,383,0.4516971279373368,Dragon Ball Z: Doragon bôru zetto,0
180,2,20,6.9,tt0121220,383,0.4699738903394256,Dragon Ball Z: Doragon bôru zetto,0
188,2,28,6.0,tt0121220,383,0.4908616187989556,Dragon Ball Z: Doragon bôru zetto,0
195,2,35,6.7,tt0121220,383,0.5091383812010444,Dragon Ball Z: Doragon bôru zetto,0
203,2,43,5.8,tt0121220,383,0.5300261096605744,Dragon Ball Z: Doragon bôru zetto,0
210,2,50,6.0,tt0121220,383,0.5483028720626631,Dragon Ball Z: Doragon bôru zetto,0
218,2,58,4.5,tt0121220,383,0.5691906005221932,Dragon Ball Z: Doragon bôru zetto,0
225,2,65,5.5,tt0121220,383,0.587467362924282,Dragon Ball Z: Doragon bôru zetto,0
233,2,73,3.9,tt0121220,383,0.608355091383812,Dragon Ball Z: Doragon bôru zetto,0
240,2,80,6.2,tt0121220,383,0.6266318537859008,Dragon Ball Z: Doragon bôru zetto,0
248,2,88,6.3,tt0121220,383,0.6475195822454308,Dragon Ball Z: Doragon bôru zetto,0
255,3,3,4.3,tt0121220,383,0.6657963446475196,Dragon Ball Z: Doragon bôru zetto,0
263,3,11,5.5,tt0121220,383,0.6866840731070496,Dragon Ball Z: Doragon bôru zetto,0
270,3,18,4.9,tt0121220,383,0.7049608355091384,Dragon Ball Z: Doragon bôru zetto,0
278,3,26,6.1,tt0121220,383,0.7258485639686684,Dragon Ball Z: Doragon bôru zetto,0
285,3,33,6.2,tt0121220,383,0.7441253263707572,Dragon Ball Z: Doragon bôru zetto,0
293,4,2,5.1,tt0121220,383,0.7650130548302873,Dragon Ball Z: Doragon bôru zetto,0
300,4,9,7.0,tt0121220,383,0.783289817232376,Dragon Ball Z: Doragon bôru zetto,0
308,4,17,7.3,tt0121220,383,0.804177545691906,Dragon Ball Z: Doragon bôru zetto,0
315,4,24,7.2,tt0121220,383,0.8224543080939948,Dragon Ball Z: Doragon bôru zetto,0
323,4,32,6.8,tt0121220,383,0.8433420365535248,Dragon Ball Z: Doragon bôru zetto,0
330,4,39,6.4,tt0121220,383,0.8616187989556136,Dragon Ball Z: Doragon bôru zetto,0
338,4,47,6.7,tt0121220,383,0.8825065274151436,Dragon Ball Z: Doragon bôru zetto,0
345,4,54,6.5,tt0121220,383,0.9007832898172323,Dragon Ball Z: Doragon bôru zetto,0
353,4,62,4.2,tt0121220,383,0.9216710182767625,Dragon Ball Z: Doragon bôru zetto,0
360,4,69,3.9,tt0121220,383,0.9399477806788512,Dragon Ball Z: Doragon bôru zetto,0
368,4,77,4.4,tt0121220,383,0.9608355091383812,Dragon Ball Z: Doragon bôru zetto,0
375,4,84,6.3,tt0121220,383,0.97911227154047,Dragon Ball Z: Doragon bôru zetto,0
6,1,6,7.7,tt0121955,298,0.020134228187919462,South Park,0
12,1,12,8.1,tt0121955,298,0.040268456375838924,South Park,0
18,2,4,8.2,tt0121955,298,0.06040268456375839,South Park,0
24,2,10,8.1,tt0121955,298,0.08053691275167785,South Park,0
30,2,16,8.2,tt0121955,298,0.10067114093959731,South Park,0
35,3,3,8.1,tt0121955,298,0.1174496644295302,South Park,0
41,3,9,7.6,tt0121955,298,0.13758389261744966,South Park,0
47,3,15,7.4,tt0121955,298,0.15771812080536912,South Park,0
53,4,4,7.4,tt0121955,298,0.17785234899328858,South Park,0
59,4,10,8.4,tt0121955,298,0.19798657718120805,South Park,0
65,4,16,8.8,tt0121955,298,0.2181208053691275,South Park,0
70,5,4,9.6,tt0121955,298,0.2348993288590604,South Park,0
76,5,10,8.1,tt0121955,298,0.2550335570469799,South Park,0
82,6,2,8.4,tt0121955,298,0.2751677852348993,South Park,0
88,6,8,8.3,tt0121955,298,0.2953020134228188,South Park,0
94,6,14,8.8,tt0121955,298,0.31543624161073824,South Park,0
100,7,3,8.4,tt0121955,298,0.33557046979865773,South Park,0
105,7,8,8.3,tt0121955,298,0.3523489932885906,South Park,0
111,7,14,8.5,tt0121955,298,0.3724832214765101,South Park,0
117,8,5,9.2,tt0121955,298,0.3926174496644295,South Park,0
123,8,11,8.4,tt0121955,298,0.412751677852349,South Park,0
129,9,3,7.5,tt0121955,298,0.43288590604026844,South Park,0
134,9,8,8.5,tt0121955,298,0.44966442953020136,South Park,0
140,9,14,7.9,tt0121955,298,0.4697986577181208,South Park,0
146,10,6,8.0,tt0121955,298,0.4899328859060403,South Park,0
152,10,12,8.7,tt0121955,298,0.5100671140939598,South Park,0
158,11,4,8.3,tt0121955,298,0.5302013422818792,South Park,0
164,11,10,9.0,tt0121955,298,0.5503355704697986,South Park,0
169,12,1,7.9,tt0121955,298,0.5671140939597316,South Park,0
175,12,7,8.4,tt0121955,298,0.587248322147651,South Park,0
181,12,13,7.7,tt0121955,298,0.6073825503355704,South Park,0
187,13,5,8.7,tt0121955,298,0.62751677852349,South Park,0
193,13,11,8.2,tt0121955,298,0.6476510067114094,South Park,0
199,14,3,8.7,tt0121955,298,0.6677852348993288,South Park,0
204,14,8,7.6,tt0121955,298,0.6845637583892618,South Park,0
210,14,14,8.2,tt0121955,298,0.7046979865771812,South Park,0
216,15,6,8.0,tt0121955,298,0.7248322147651006,South Park,0
222,15,12,7.8,tt0121955,298,0.7449664429530202,South Park,0
228,16,4,6.8,tt0121955,298,0.7651006711409396,South Park,0
233,16,9,8.2,tt0121955,298,0.7818791946308725,South Park,0
239,17,1,7.5,tt0121955,298,0.802013422818792,South Park,0
245,17,7,8.9,tt0121955,298,0.8221476510067114,South Park,0
251,18,3,8.6,tt0121955,298,0.8422818791946308,South Park,0
257,18,9,7.5,tt0121955,298,0.8624161073825504,South Park,0
263,19,5,8.5,tt0121955,298,0.8825503355704698,South Park,0
268,19,10,8.0,tt0121955,298,0.8993288590604027,South Park,0
274,20,6,7.5,tt0121955,298,0.9194630872483222,South Park,0
280,21,2,7.8,tt0121955,298,0.9395973154362416,South Park,0
286,21,8,7.1,tt0121955,298,0.959731543624161,South Park,0
292,22,4,8.0,tt0121955,298,0.9798657718120806,South Park,0
2,1,2,8.6,tt0141842,86,0.023255813953488372,The Sopranos,0
4,1,4,8.8,tt0141842,86,0.046511627906976744,The Sopranos,0
6,1,6,8.7,tt0141842,86,0.06976744186046512,The Sopranos,0
7,1,7,8.6,tt0141842,86,0.08139534883720931,The Sopranos,0
9,1,9,8.7,tt0141842,86,0.10465116279069768,The Sopranos,0
11,1,11,8.8,tt0141842,86,0.12790697674418605,The Sopranos,0
12,1,12,9.1,tt0141842,86,0.13953488372093023,The Sopranos,0
14,2,1,8.5,tt0141842,86,0.16279069767441862,The Sopranos,0
16,2,3,8.6,tt0141842,86,0.18604651162790697,The Sopranos,0
17,2,4,8.7,tt0141842,86,0.19767441860465115,The Sopranos,0
19,2,6,8.7,tt0141842,86,0.22093023255813954,The Sopranos,0
21,2,8,8.9,tt0141842,86,0.2441860465116279,The Sopranos,0
22,2,9,8.8,tt0141842,86,0.2558139534883721,The Sopranos,0
24,2,11,8.4,tt0141842,86,0.27906976744186046,The Sopranos,0
26,2,13,9.3,tt0141842,86,0.3023255813953488,The Sopranos,0
27,3,1,8.7,tt0141842,86,0.313953488372093,The Sopranos,0
29,3,3,8.6,tt0141842,86,0.3372093023255814,The Sopranos,0
31,3,5,8.7,tt0141842,86,0.36046511627906974,The Sopranos,0
32,3,6,8.7,tt0141842,86,0.37209302325581395,The Sopranos,0
34,3,8,8.5,tt0141842,86,0.3953488372093023,The Sopranos,0
36,3,10,8.6,tt0141842,86,0.4186046511627907,The Sopranos,0
37,3,11,9.7,tt0141842,86,0.43023255813953487,The Sopranos,0
39,3,13,9.0,tt0141842,86,0.45348837209302323,The Sopranos,0
41,4,2,8.3,tt0141842,86,0.47674418604651164,The Sopranos,0
42,4,3,8.0,tt0141842,86,0.4883720930232558,The Sopranos,0
44,4,5,8.2,tt0141842,86,0.5116279069767442,The Sopranos,0
46,4,7,8.2,tt0141842,86,0.5348837209302325,The Sopranos,0
47,4,8,8.3,tt0141842,86,0.5465116279069767,The Sopranos,0
49,4,10,8.7,tt0141842,86,0.5697674418604651,The Sopranos,0
51,4,12,8.3,tt0141842,86,0.5930232558139535,The Sopranos,0
52,4,13,9.0,tt0141842,86,0.6046511627906976,The Sopranos,0
54,5,2,8.6,tt0141842,86,0.627906976744186,The Sopranos,0
56,5,4,8.6,tt0141842,86,0.6511627906976745,The Sopranos,0
57,5,5,9.1,tt0141842,86,0.6627906976744186,The Sopranos,0
59,5,7,8.3,tt0141842,86,0.686046511627907,The Sopranos,0
61,5,9,8.8,tt0141842,86,0.7093023255813954,The Sopranos,0
62,5,10,8.7,tt0141842,86,0.7209302325581395,The Sopranos,0
64,5,12,9.5,tt0141842,86,0.7441860465116279,The Sopranos,0
66,6,1,9.1,tt0141842,86,0.7674418604651163,The Sopranos,0
67,6,2,8.7,tt0141842,86,0.7790697674418605,The Sopranos,0
69,6,4,8.5,tt0141842,86,0.8023255813953488,The Sopranos,0
71,6,6,8.6,tt0141842,86,0.8255813953488372,The Sopranos,0
72,6,7,8.4,tt0141842,86,0.8372093023255814,The Sopranos,0
74,6,9,8.4,tt0141842,86,0.8604651162790697,The Sopranos,0
76,6,11,8.7,tt0141842,86,0.8837209302325582,The Sopranos,0
77,6,12,8.4,tt0141842,86,0.8953488372093024,The Sopranos,0
79,6,14,8.8,tt0141842,86,0.9186046511627907,The Sopranos,0
81,6,16,8.2,tt0141842,86,0.9418604651162791,The Sopranos,0
82,6,17,8.8,tt0141842,86,0.9534883720930233,The Sopranos,0
84,6,19,9.1,tt0141842,86,0.9767441860465116,The Sopranos,0
3,1,3,8.3,tt0149460,124,0.024193548387096774,Futurama,0
5,1,5,8.0,tt0149460,124,0.04032258064516129,Futurama,0
8,1,8,8.2,tt0149460,124,0.06451612903225806,Futurama,0
10,2,1,8.3,tt0149460,124,0.08064516129032258,Futurama,0
13,2,4,8.4,tt0149460,124,0.10483870967741936,Futurama,0
15,2,6,8.2,tt0149460,124,0.12096774193548387,Futurama,0
17,2,8,8.3,tt0149460,124,0.13709677419354838,Futurama,0
20,2,11,7.7,tt0149460,124,0.16129032258064516,Futurama,0
22,2,13,8.2,tt0149460,124,0.1774193548387097,Futurama,0
