Code,Title,Season,Episode,Rating,Episode Number,Number of Episodes,Prop Through Series,main_character_left
tt0090395,Amen,4.0,6.0,6.9,57.0,89,0.6404494382022472,0
tt0090395,Amen,4.0,8.0,7.8,59.0,89,0.6629213483146067,0
tt0090395,Amen,4.0,10.0,6.8,61.0,89,0.6853932584269663,0
tt0090395,Amen,4.0,15.0,7.2,63.0,89,0.7078651685393258,0
tt0090395,Amen,4.0,16.0,6.7,64.0,89,0.7191011235955056,0
tt0090395,Amen,4.0,18.0,7.9,66.0,89,0.7415730337078652,0
tt0090395,Amen,4.0,21.0,5.7,68.0,89,0.7640449438202247,0
tt0090395,Amen,5.0,3.0,6.4,70.0,89,0.7865168539325843,0
tt0090395,Amen,5.0,4.0,6.7,71.0,89,0.797752808988764,0
tt0090395,Amen,5.0,6.0,7.1,73.0,89,0.8202247191011236,0
tt0090395,Amen,5.0,8.0,6.2,75.0,89,0.8426966292134831,0
tt0090395,Amen,5.0,9.0,6.3,76.0,89,0.8539325842696629,0
tt0090395,Amen,5.0,11.0,6.6,78.0,89,0.8764044943820225,0
tt0090395,Amen,5.0,13.0,6.2,80.0,89,0.898876404494382,0
tt0090395,Amen,5.0,15.0,7.0,82.0,89,0.9213483146067416,0
tt0090395,Amen,5.0,16.0,6.1,83.0,89,0.9325842696629213,0
tt0090395,Amen,5.0,18.0,6.7,85.0,89,0.9550561797752809,0
tt0090395,Amen,5.0,20.0,6.0,87.0,89,0.9775280898876404,0
tt0090399,Bolji zivot,1.0,2.0,7.9,2.0,82,0.024390243902439025,0
tt0090399,Bolji zivot,1.0,4.0,7.3,4.0,82,0.04878048780487805,0
tt0090399,Bolji zivot,1.0,5.0,7.6,5.0,82,0.06097560975609756,0
tt0090399,Bolji zivot,1.0,7.0,7.3,7.0,82,0.08536585365853659,0
tt0090399,Bolji zivot,1.0,8.0,8.0,8.0,82,0.0975609756097561,0
tt0090399,Bolji zivot,1.0,10.0,8.7,10.0,82,0.12195121951219512,0
tt0090399,Bolji zivot,1.0,12.0,8.1,12.0,82,0.14634146341463414,0
tt0090399,Bolji zivot,1.0,13.0,7.9,13.0,82,0.15853658536585366,0
tt0090399,Bolji zivot,1.0,15.0,8.0,15.0,82,0.18292682926829268,0
tt0090399,Bolji zivot,1.0,16.0,7.6,16.0,82,0.1951219512195122,0
tt0090399,Bolji zivot,1.0,18.0,8.0,18.0,82,0.21951219512195122,0
tt0090399,Bolji zivot,1.0,20.0,8.4,20.0,82,0.24390243902439024,0
tt0090399,Bolji zivot,1.0,21.0,7.6,21.0,82,0.25609756097560976,0
tt0090399,Bolji zivot,2.0,1.0,8.0,23.0,82,0.2804878048780488,0
tt0090399,Bolji zivot,2.0,2.0,7.3,24.0,82,0.2926829268292683,0
tt0090399,Bolji zivot,2.0,4.0,7.8,26.0,82,0.3170731707317073,0
tt0090399,Bolji zivot,2.0,6.0,8.2,28.0,82,0.34146341463414637,0
tt0090399,Bolji zivot,2.0,7.0,8.0,29.0,82,0.35365853658536583,0
tt0090399,Bolji zivot,2.0,9.0,7.7,31.0,82,0.3780487804878049,0
tt0090399,Bolji zivot,2.0,10.0,7.7,32.0,82,0.3902439024390244,0
tt0090399,Bolji zivot,2.0,12.0,7.9,34.0,82,0.4146341463414634,0
tt0090399,Bolji zivot,2.0,13.0,7.4,35.0,82,0.4268292682926829,0
tt0090399,Bolji zivot,2.0,15.0,7.3,37.0,82,0.45121951219512196,0
tt0090399,Bolji zivot,2.0,17.0,7.7,39.0,82,0.47560975609756095,0
tt0090399,Bolji zivot,2.0,18.0,8.2,40.0,82,0.4878048780487805,0
tt0090399,Bolji zivot,2.0,20.0,7.7,42.0,82,0.5121951219512195,0
tt0090399,Bolji zivot,2.0,21.0,8.5,43.0,82,0.524390243902439,0
tt0090399,Bolji zivot,2.0,23.0,8.0,45.0,82,0.5487804878048781,0
tt0090399,Bolji zivot,2.0,25.0,8.4,47.0,82,0.573170731707317,0
tt0090399,Bolji zivot,3.0,1.0,8.0,48.0,82,0.5853658536585366,0
tt0090399,Bolji zivot,3.0,3.0,8.0,50.0,82,0.6097560975609756,0
tt0090399,Bolji zivot,3.0,4.0,8.0,51.0,82,0.6219512195121951,0
tt0090399,Bolji zivot,3.0,6.0,7.9,53.0,82,0.6463414634146342,0
tt0090399,Bolji zivot,3.0,8.0,7.6,55.0,82,0.6707317073170732,0
tt0090399,Bolji zivot,3.0,9.0,7.5,56.0,82,0.6829268292682927,0
tt0090399,Bolji zivot,3.0,11.0,7.6,58.0,82,0.7073170731707317,0
tt0090399,Bolji zivot,3.0,12.0,7.6,59.0,82,0.7195121951219512,0
tt0090399,Bolji zivot,3.0,14.0,7.9,61.0,82,0.7439024390243902,0
tt0090399,Bolji zivot,3.0,15.0,8.0,62.0,82,0.7560975609756098,0
tt0090399,Bolji zivot,3.0,17.0,7.7,64.0,82,0.7804878048780488,0
tt0090399,Bolji zivot,3.0,19.0,8.0,66.0,82,0.8048780487804879,0
tt0090399,Bolji zivot,3.0,20.0,7.7,67.0,82,0.8170731707317073,0
tt0090399,Bolji zivot,3.0,22.0,7.9,69.0,82,0.8414634146341463,0
tt0090399,Bolji zivot,3.0,23.0,8.1,70.0,82,0.8536585365853658,0
tt0090399,Bolji zivot,3.0,25.0,8.3,72.0,82,0.8780487804878049,0
tt0090399,Bolji zivot,3.0,27.0,8.0,74.0,82,0.9024390243902439,0
tt0090399,Bolji zivot,3.0,28.0,8.1,75.0,82,0.9146341463414634,0
tt0090399,Bolji zivot,3.0,30.0,8.1,77.0,82,0.9390243902439024,0
tt0090399,Bolji zivot,3.0,31.0,7.9,78.0,82,0.9512195121951219,0
tt0090399,Bolji zivot,3.0,33.0,8.1,80.0,82,0.975609756097561,0
tt0090400,Boon,1.0,1.0,6.3,1.0,51,0.0196078431372549,0
tt0090400,Boon,1.0,2.0,6.9,2.0,51,0.0392156862745098,0
tt0090400,Boon,1.0,3.0,6.5,3.0,51,0.058823529411764705,0
tt0090400,Boon,1.0,4.0,6.6,4.0,51,0.0784313725490196,0
tt0090400,Boon,1.0,5.0,7.1,5.0,51,0.09803921568627451,0
tt0090400,Boon,1.0,6.0,7.0,6.0,51,0.11764705882352941,0
tt0090400,Boon,1.0,7.0,6.9,7.0,51,0.13725490196078433,0
tt0090400,Boon,1.0,8.0,7.1,8.0,51,0.1568627450980392,0
tt0090400,Boon,1.0,9.0,6.3,9.0,51,0.17647058823529413,0
tt0090400,Boon,1.0,10.0,6.6,10.0,51,0.19607843137254902,0
tt0090400,Boon,1.0,11.0,6.5,11.0,51,0.21568627450980393,0
tt0090400,Boon,1.0,12.0,6.6,12.0,51,0.23529411764705882,0
tt0090400,Boon,1.0,13.0,7.1,13.0,51,0.2549019607843137,0
tt0090400,Boon,2.0,1.0,7.3,14.0,51,0.27450980392156865,0
tt0090400,Boon,2.0,2.0,6.6,15.0,51,0.29411764705882354,0
tt0090400,Boon,2.0,3.0,6.4,16.0,51,0.3137254901960784,0
tt0090400,Boon,2.0,4.0,6.6,17.0,51,0.3333333333333333,0
tt0090400,Boon,2.0,5.0,7.5,18.0,51,0.35294117647058826,0
tt0090400,Boon,2.0,7.0,6.4,19.0,51,0.37254901960784315,0
tt0090400,Boon,2.0,8.0,7.6,20.0,51,0.39215686274509803,0
tt0090400,Boon,2.0,9.0,6.4,21.0,51,0.4117647058823529,0
tt0090400,Boon,2.0,10.0,6.7,22.0,51,0.43137254901960786,0
tt0090400,Boon,2.0,11.0,7.7,23.0,51,0.45098039215686275,0
tt0090400,Boon,2.0,12.0,7.5,24.0,51,0.47058823529411764,0
tt0090400,Boon,2.0,13.0,7.0,25.0,51,0.49019607843137253,0
tt0090400,Boon,3.0,3.0,8.5,26.0,51,0.5098039215686274,0
tt0090400,Boon,3.0,4.0,7.0,27.0,51,0.5294117647058824,0
tt0090400,Boon,3.0,5.0,7.2,28.0,51,0.5490196078431373,0
tt0090400,Boon,3.0,6.0,6.4,29.0,51,0.5686274509803921,0
tt0090400,Boon,3.0,7.0,6.5,30.0,51,0.5882352941176471,0
tt0090400,Boon,3.0,8.0,6.7,31.0,51,0.6078431372549019,0
tt0090400,Boon,3.0,10.0,5.6,32.0,51,0.6274509803921569,0
tt0090400,Boon,3.0,11.0,6.0,33.0,51,0.6470588235294118,0
tt0090400,Boon,3.0,12.0,7.0,34.0,51,0.6666666666666666,0
tt0090400,Boon,3.0,13.0,7.5,35.0,51,0.6862745098039216,0
tt0090400,Boon,4.0,11.0,6.0,36.0,51,0.7058823529411765,0
tt0090400,Boon,5.0,5.0,6.0,37.0,51,0.7254901960784313,0
tt0090400,Boon,5.0,6.0,6.2,38.0,51,0.7450980392156863,0
tt0090400,Boon,6.0,1.0,7.3,39.0,51,0.7647058823529411,0
tt0090400,Boon,6.0,2.0,6.0,40.0,51,0.7843137254901961,0
tt0090400,Boon,6.0,3.0,8.3,41.0,51,0.803921568627451,0
tt0090400,Boon,6.0,4.0,6.3,42.0,51,0.8235294117647058,0
tt0090400,Boon,6.0,13.0,5.2,43.0,51,0.8431372549019608,0
tt0090400,Boon,7.0,1.0,5.3,44.0,51,0.8627450980392157,0
tt0090400,Boon,7.0,2.0,7.0,45.0,51,0.8823529411764706,0
tt0090400,Boon,7.0,6.0,8.4,46.0,51,0.9019607843137255,0
tt0090400,Boon,7.0,7.0,6.5,47.0,51,0.9215686274509803,0
tt0090400,Boon,7.0,9.0,6.0,48.0,51,0.9411764705882353,0
tt0090400,Boon,7.0,12.0,6.5,49.0,51,0.9607843137254902,0
tt0090400,Boon,7.0,13.0,7.7,50.0,51,0.9803921568627451,0
tt0090402,Bread,1.0,2.0,6.8,2.0,74,0.02702702702702703,0
tt0090402,Bread,1.0,3.0,7.1,3.0,74,0.04054054054054054,0
tt0090402,Bread,1.0,5.0,7.4,5.0,74,0.06756756756756757,0
tt0090402,Bread,1.0,6.0,6.8,6.0,74,0.08108108108108109,0
tt0090402,Bread,2.0,2.0,6.8,8.0,74,0.10810810810810811,0
tt0090402,Bread,2.0,3.0,6.7,9.0,74,0.12162162162162163,0
tt0090402,Bread,2.0,5.0,7.1,11.0,74,0.14864864864864866,0
tt0090402,Bread,2.0,6.0,6.9,12.0,74,0.16216216216216217,0
tt0090402,Bread,3.0,1.0,6.3,13.0,74,0.17567567567567569,0
tt0090402,Bread,3.0,3.0,6.7,15.0,74,0.20270270270270271,0
tt0090402,Bread,3.0,4.0,7.6,16.0,74,0.21621621621621623,0
tt0090402,Bread,3.0,6.0,7.2,18.0,74,0.24324324324324326,0
tt0090402,Bread,3.0,7.0,7.4,19.0,74,0.25675675675675674,0
tt0090402,Bread,3.0,9.0,7.2,21.0,74,0.28378378378378377,0
tt0090402,Bread,3.0,10.0,7.0,22.0,74,0.2972972972972973,0
tt0090402,Bread,3.0,11.0,7.0,23.0,74,0.3108108108108108,0
tt0090402,Bread,3.0,13.0,7.2,25.0,74,0.33783783783783783,0
tt0090402,Bread,4.0,1.0,7.0,26.0,74,0.35135135135135137,0
tt0090402,Bread,4.0,3.0,7.0,28.0,74,0.3783783783783784,0
tt0090402,Bread,4.0,4.0,6.8,29.0,74,0.3918918918918919,0
tt0090402,Bread,4.0,6.0,7.2,31.0,74,0.4189189189189189,0
tt0090402,Bread,4.0,7.0,7.2,32.0,74,0.43243243243243246,0
tt0090402,Bread,4.0,8.0,7.2,33.0,74,0.44594594594594594,0
tt0090402,Bread,4.0,10.0,6.9,35.0,74,0.47297297297297297,0
tt0090402,Bread,4.0,11.0,7.3,36.0,74,0.4864864864864865,0
tt0090402,Bread,4.0,13.0,7.2,38.0,74,0.5135135135135135,0
tt0090402,Bread,4.0,14.0,6.4,39.0,74,0.527027027027027,0
tt0090402,Bread,5.0,2.0,6.0,41.0,74,0.5540540540540541,0
tt0090402,Bread,5.0,3.0,6.2,42.0,74,0.5675675675675675,0
tt0090402,Bread,5.0,4.0,5.6,43.0,74,0.581081081081081,0
tt0090402,Bread,5.0,6.0,5.7,45.0,74,0.6081081081081081,0
tt0090402,Bread,5.0,7.0,6.0,46.0,74,0.6216216216216216,0
tt0090402,Bread,5.0,9.0,6.2,48.0,74,0.6486486486486487,0
tt0090402,Bread,5.0,10.0,6.3,49.0,74,0.6621621621621622,0
tt0090402,Bread,5.0,12.0,6.0,51.0,74,0.6891891891891891,0
tt0090402,Bread,5.0,13.0,6.0,52.0,74,0.7027027027027027,0
tt0090402,Bread,5.0,14.0,5.6,53.0,74,0.7162162162162162,0
tt0090402,Bread,6.0,2.0,5.8,55.0,74,0.7432432432432432,0
tt0090402,Bread,6.0,3.0,6.0,56.0,74,0.7567567567567568,0
tt0090402,Bread,6.0,5.0,5.7,58.0,74,0.7837837837837838,0
tt0090402,Bread,6.0,6.0,6.3,59.0,74,0.7972972972972973,0
tt0090402,Bread,6.0,8.0,6.0,61.0,74,0.8243243243243243,0
tt0090402,Bread,6.0,9.0,6.0,62.0,74,0.8378378378378378,0
tt0090402,Bread,6.0,10.0,6.8,63.0,74,0.8513513513513513,0
tt0090402,Bread,7.0,1.0,6.4,65.0,74,0.8783783783783784,0
tt0090402,Bread,7.0,2.0,5.5,66.0,74,0.8918918918918919,0
tt0090402,Bread,7.0,4.0,5.7,68.0,74,0.918918918918919,0
tt0090402,Bread,7.0,5.0,6.0,69.0,74,0.9324324324324325,0
tt0090402,Bread,7.0,7.0,5.9,71.0,74,0.9594594594594594,0
tt0090402,Bread,7.0,8.0,5.8,72.0,74,0.972972972972973,0
tt0090418,Designing Women,1.0,4.0,8.2,4.0,163,0.024539877300613498,0
tt0090418,Designing Women,1.0,7.0,8.2,7.0,163,0.04294478527607362,0
tt0090418,Designing Women,1.0,10.0,7.7,10.0,163,0.06134969325153374,0
tt0090418,Designing Women,1.0,13.0,7.6,13.0,163,0.07975460122699386,0
tt0090418,Designing Women,1.0,16.0,7.2,16.0,163,0.09815950920245399,0
tt0090418,Designing Women,1.0,20.0,7.3,20.0,163,0.12269938650306748,0
tt0090418,Designing Women,2.0,1.0,7.4,23.0,163,0.1411042944785276,0
tt0090418,Designing Women,2.0,4.0,9.3,26.0,163,0.15950920245398773,0
tt0090418,Designing Women,2.0,7.0,7.5,29.0,163,0.17791411042944785,0
tt0090418,Designing Women,2.0,10.0,8.4,32.0,163,0.19631901840490798,0
tt0090418,Designing Women,2.0,13.0,6.6,35.0,163,0.2147239263803681,0
tt0090418,Designing Women,2.0,17.0,7.4,39.0,163,0.2392638036809816,0
tt0090418,Designing Women,2.0,20.0,7.8,42.0,163,0.25766871165644173,0
tt0090418,Designing Women,3.0,1.0,7.4,45.0,163,0.27607361963190186,0
tt0090418,Designing Women,3.0,4.0,7.8,48.0,163,0.294478527607362,0
tt0090418,Designing Women,3.0,7.0,7.2,51.0,163,0.3128834355828221,0
tt0090418,Designing Women,3.0,11.0,7.7,55.0,163,0.3374233128834356,0
tt0090418,Designing Women,3.0,14.0,7.3,58.0,163,0.3558282208588957,0
tt0090418,Designing Women,3.0,17.0,7.7,61.0,163,0.37423312883435583,0
tt0090418,Designing Women,3.0,20.0,7.5,64.0,163,0.39263803680981596,0
tt0090418,Designing Women,4.0,1.0,7.9,67.0,163,0.4110429447852761,0
tt0090418,Designing Women,4.0,4.0,8.1,70.0,163,0.4294478527607362,0
tt0090418,Designing Women,4.0,8.0,7.8,74.0,163,0.4539877300613497,0
tt0090418,Designing Women,4.0,11.0,8.8,77.0,163,0.4723926380368098,0
tt0090418,Designing Women,4.0,14.0,8.6,80.0,163,0.49079754601226994,0
tt0090418,Designing Women,4.0,17.0,7.6,83.0,163,0.50920245398773,0
tt0090418,Designing Women,4.0,20.0,8.2,86.0,163,0.5276073619631901,0
tt0090418,Designing Women,4.0,23.0,7.8,89.0,163,0.5460122699386503,0
tt0090418,Designing Women,4.0,27.0,7.7,93.0,163,0.5705521472392638,0
tt0090418,Designing Women,5.0,2.0,7.1,96.0,163,0.588957055214724,0
tt0090418,Designing Women,5.0,5.0,7.9,99.0,163,0.6073619631901841,0
tt0090418,Designing Women,5.0,8.0,7.3,102.0,163,0.6257668711656442,0
tt0090418,Designing Women,5.0,11.0,7.1,105.0,163,0.6441717791411042,0
tt0090418,Designing Women,5.0,15.0,7.4,109.0,163,0.6687116564417178,0
tt0090418,Designing Women,5.0,18.0,7.2,112.0,163,0.6871165644171779,0
tt0090418,Designing Women,5.0,21.0,8.0,115.0,163,0.7055214723926381,0
tt0090418,Designing Women,5.0,24.0,6.2,118.0,163,0.7239263803680982,0
tt0090418,Designing Women,6.0,3.0,6.3,121.0,163,0.7423312883435583,0
tt0090418,Designing Women,6.0,6.0,6.1,124.0,163,0.7607361963190185,0
tt0090418,Designing Women,6.0,10.0,6.9,128.0,163,0.7852760736196319,0
tt0090418,Designing Women,6.0,13.0,6.1,131.0,163,0.803680981595092,0
tt0090418,Designing Women,6.0,16.0,8.1,134.0,163,0.8220858895705522,0
tt0090418,Designing Women,6.0,19.0,6.6,137.0,163,0.8404907975460123,0
tt0090418,Designing Women,6.0,22.0,7.0,140.0,163,0.8588957055214724,0
tt0090418,Designing Women,7.0,2.0,6.5,143.0,163,0.8773006134969326,0
tt0090418,Designing Women,7.0,6.0,6.3,147.0,163,0.901840490797546,0
tt0090418,Designing Women,7.0,9.0,5.8,150.0,163,0.9202453987730062,0
tt0090418,Designing Women,7.0,12.0,6.2,153.0,163,0.9386503067484663,0
tt0090418,Designing Women,7.0,15.0,6.7,156.0,163,0.9570552147239264,0
tt0090418,Designing Women,7.0,18.0,6.4,159.0,163,0.9754601226993865,0
tt0090440,Großstadtrevier,1.0,4.0,7.6,4.0,190,0.021052631578947368,0
tt0090440,Großstadtrevier,1.0,8.0,7.2,8.0,190,0.042105263157894736,0
tt0090440,Großstadtrevier,1.0,12.0,7.2,12.0,190,0.06315789473684211,0
tt0090440,Großstadtrevier,3.0,7.0,8.4,15.0,190,0.07894736842105263,0
tt0090440,Großstadtrevier,4.0,2.0,8.0,19.0,190,0.1,0
tt0090440,Großstadtrevier,5.0,13.0,7.6,23.0,190,0.12105263157894737,0
tt0090440,Großstadtrevier,5.0,16.0,8.3,26.0,190,0.1368421052631579,0
tt0090440,Großstadtrevier,7.0,10.0,7.8,30.0,190,0.15789473684210525,0
tt0090440,Großstadtrevier,8.0,5.0,8.2,34.0,190,0.17894736842105263,0
tt0090440,Großstadtrevier,9.0,1.0,7.3,38.0,190,0.2,0
tt0090440,Großstadtrevier,10.0,2.0,7.2,41.0,190,0.21578947368421053,0
tt0090440,Großstadtrevier,11.0,11.0,7.8,45.0,190,0.23684210526315788,0
tt0090440,Großstadtrevier,17.0,2.0,8.7,49.0,190,0.2578947368421053,0
tt0090440,Großstadtrevier,17.0,11.0,7.8,52.0,190,0.2736842105263158,0
tt0090440,Großstadtrevier,18.0,2.0,8.2,56.0,190,0.29473684210526313,0
tt0090440,Großstadtrevier,18.0,13.0,6.7,60.0,190,0.3157894736842105,0
tt0090440,Großstadtrevier,19.0,4.0,7.8,64.0,190,0.3368421052631579,0
tt0090440,Großstadtrevier,19.0,9.0,7.6,67.0,190,0.3526315789473684,0
tt0090440,Großstadtrevier,20.0,5.0,8.2,71.0,190,0.3736842105263158,0
tt0090440,Großstadtrevier,20.0,13.0,7.4,75.0,190,0.39473684210526316,0
tt0090440,Großstadtrevier,20.0,16.0,7.8,78.0,190,0.4105263157894737,0
tt0090440,Großstadtrevier,21.0,15.0,7.6,82.0,190,0.43157894736842106,0
tt0090440,Großstadtrevier,22.0,14.0,8.0,86.0,190,0.45263157894736844,0
tt0090440,Großstadtrevier,23.0,2.0,7.8,89.0,190,0.46842105263157896,0
tt0090440,Großstadtrevier,23.0,7.0,7.8,93.0,190,0.48947368421052634,0
tt0090440,Großstadtrevier,23.0,12.0,7.7,97.0,190,0.5105263157894737,0
tt0090440,Großstadtrevier,23.0,18.0,6.4,101.0,190,0.531578947368421,0
tt0090440,Großstadtrevier,23.0,21.0,7.2,104.0,190,0.5473684210526316,0
tt0090440,Großstadtrevier,24.0,3.0,7.0,108.0,190,0.5684210526315789,0
tt0090440,Großstadtrevier,24.0,7.0,7.2,112.0,190,0.5894736842105263,0
tt0090440,Großstadtrevier,24.0,10.0,8.0,115.0,190,0.6052631578947368,0
tt0090440,Großstadtrevier,24.0,14.0,7.4,119.0,190,0.6263157894736842,0
tt0090440,Großstadtrevier,25.0,3.0,7.7,123.0,190,0.6473684210526316,0
tt0090440,Großstadtrevier,25.0,7.0,7.6,127.0,190,0.6684210526315789,0
tt0090440,Großstadtrevier,25.0,10.0,7.5,130.0,190,0.6842105263157895,0
tt0090440,Großstadtrevier,25.0,14.0,7.3,134.0,190,0.7052631578947368,0
tt0090440,Großstadtrevier,26.0,1.0,7.7,138.0,190,0.7263157894736842,0
tt0090440,Großstadtrevier,26.0,4.0,6.8,141.0,190,0.7421052631578947,0
tt0090440,Großstadtrevier,26.0,8.0,8.5,145.0,190,0.7631578947368421,0
tt0090440,Großstadtrevier,26.0,14.0,8.2,149.0,190,0.7842105263157895,0
tt0090440,Großstadtrevier,27.0,1.0,7.4,152.0,190,0.8,0
tt0090440,Großstadtrevier,27.0,5.0,8.8,156.0,190,0.8210526315789474,0
tt0090440,Großstadtrevier,27.0,9.0,8.2,160.0,190,0.8421052631578947,0
tt0090440,Großstadtrevier,27.0,13.0,8.2,164.0,190,0.8631578947368421,0
tt0090440,Großstadtrevier,28.0,2.0,8.0,167.0,190,0.8789473684210526,0
tt0090440,Großstadtrevier,30.0,1.0,8.0,171.0,190,0.9,0
tt0090440,Großstadtrevier,30.0,12.0,7.6,175.0,190,0.9210526315789473,0
tt0090440,Großstadtrevier,31.0,1.0,7.4,178.0,190,0.9368421052631579,0
tt0090440,Großstadtrevier,31.0,6.0,8.0,182.0,190,0.9578947368421052,0
tt0090440,Großstadtrevier,31.0,12.0,7.2,186.0,190,0.9789473684210527,0
tt0090442,Hale and Pace,1.0,2.0,7.5,2.0,66,0.030303030303030304,0
tt0090442,Hale and Pace,1.0,3.0,7.6,3.0,66,0.045454545454545456,0
tt0090442,Hale and Pace,1.0,4.0,7.4,4.0,66,0.06060606060606061,0
tt0090442,Hale and Pace,1.0,6.0,7.2,6.0,66,0.09090909090909091,0
tt0090442,Hale and Pace,1.0,7.0,7.2,7.0,66,0.10606060606060606,0
tt0090442,Hale and Pace,2.0,1.0,7.6,8.0,66,0.12121212121212122,0
tt0090442,Hale and Pace,2.0,2.0,7.0,9.0,66,0.13636363636363635,0
tt0090442,Hale and Pace,2.0,4.0,7.0,11.0,66,0.16666666666666666,0
tt0090442,Hale and Pace,2.0,5.0,7.2,12.0,66,0.18181818181818182,0
tt0090442,Hale and Pace,2.0,6.0,7.2,13.0,66,0.19696969696969696,0
tt0090442,Hale and Pace,3.0,2.0,7.9,15.0,66,0.22727272727272727,0
tt0090442,Hale and Pace,3.0,3.0,7.3,16.0,66,0.24242424242424243,0
tt0090442,Hale and Pace,3.0,4.0,7.2,17.0,66,0.25757575757575757,0
tt0090442,Hale and Pace,3.0,5.0,7.2,18.0,66,0.2727272727272727,0
tt0090442,Hale and Pace,4.0,1.0,7.5,20.0,66,0.30303030303030304,0
tt0090442,Hale and Pace,4.0,2.0,7.5,21.0,66,0.3181818181818182,0
tt0090442,Hale and Pace,4.0,3.0,7.5,22.0,66,0.3333333333333333,0
tt0090442,Hale and Pace,4.0,4.0,7.5,23.0,66,0.3484848484848485,0
tt0090442,Hale and Pace,4.0,6.0,7.2,25.0,66,0.3787878787878788,0
tt0090442,Hale and Pace,5.0,1.0,7.5,26.0,66,0.3939393939393939,0
tt0090442,Hale and Pace,5.0,2.0,7.2,27.0,66,0.4090909090909091,0
tt0090442,Hale and Pace,5.0,4.0,7.5,29.0,66,0.4393939393939394,0
tt0090442,Hale and Pace,5.0,5.0,7.5,30.0,66,0.45454545454545453,0
tt0090442,Hale and Pace,5.0,6.0,7.2,31.0,66,0.4696969696969697,0
tt0090442,Hale and Pace,5.0,7.0,7.5,32.0,66,0.48484848484848486,0
tt0090442,Hale and Pace,6.0,2.0,7.5,34.0,66,0.5151515151515151,0
tt0090442,Hale and Pace,6.0,3.0,7.2,35.0,66,0.5303030303030303,0
tt0090442,Hale and Pace,6.0,4.0,7.2,36.0,66,0.5454545454545454,0
tt0090442,Hale and Pace,6.0,5.0,7.2,37.0,66,0.5606060606060606,0
tt0090442,Hale and Pace,6.0,7.0,7.5,39.0,66,0.5909090909090909,0
tt0090442,Hale and Pace,7.0,1.0,7.5,40.0,66,0.6060606060606061,0
tt0090442,Hale and Pace,7.0,2.0,7.2,41.0,66,0.6212121212121212,0
tt0090442,Hale and Pace,7.0,4.0,7.2,43.0,66,0.6515151515151515,0
tt0090442,Hale and Pace,7.0,5.0,7.2,44.0,66,0.6666666666666666,0
tt0090442,Hale and Pace,7.0,6.0,7.5,45.0,66,0.6818181818181818,0
tt0090442,Hale and Pace,7.0,7.0,7.6,46.0,66,0.696969696969697,0
tt0090442,Hale and Pace,8.0,2.0,7.2,48.0,66,0.7272727272727273,0
tt0090442,Hale and Pace,8.0,3.0,7.2,49.0,66,0.7424242424242424,0
tt0090442,Hale and Pace,8.0,4.0,7.2,50.0,66,0.7575757575757576,0
tt0090442,Hale and Pace,8.0,5.0,7.2,51.0,66,0.7727272727272727,0
tt0090442,Hale and Pace,8.0,7.0,7.2,53.0,66,0.803030303030303,0
tt0090442,Hale and Pace,9.0,1.0,6.8,54.0,66,0.8181818181818182,0
tt0090442,Hale and Pace,9.0,2.0,7.5,55.0,66,0.8333333333333334,0
tt0090442,Hale and Pace,9.0,4.0,6.8,57.0,66,0.8636363636363636,0
tt0090442,Hale and Pace,9.0,5.0,6.8,58.0,66,0.8787878787878788,0
tt0090442,Hale and Pace,9.0,6.0,6.8,59.0,66,0.8939393939393939,0
tt0090442,Hale and Pace,10.0,1.0,7.6,60.0,66,0.9090909090909091,0
tt0090442,Hale and Pace,10.0,3.0,7.0,62.0,66,0.9393939393939394,0
tt0090442,Hale and Pace,10.0,4.0,7.0,63.0,66,0.9545454545454546,0
tt0090442,Hale and Pace,10.0,5.0,7.2,64.0,66,0.9696969696969697,0
tt0090444,Head of the Class,1.0,3.0,7.3,3.0,114,0.02631578947368421,0
tt0090444,Head of the Class,1.0,5.0,7.5,5.0,114,0.043859649122807015,0
tt0090444,Head of the Class,1.0,7.0,7.6,7.0,114,0.06140350877192982,0
tt0090444,Head of the Class,1.0,9.0,7.5,9.0,114,0.07894736842105263,0
tt0090444,Head of the Class,1.0,12.0,6.8,12.0,114,0.10526315789473684,0
tt0090444,Head of the Class,1.0,14.0,7.6,14.0,114,0.12280701754385964,0
tt0090444,Head of the Class,1.0,16.0,7.5,16.0,114,0.14035087719298245,0
tt0090444,Head of the Class,1.0,18.0,6.7,18.0,114,0.15789473684210525,0
tt0090444,Head of the Class,1.0,20.0,7.1,20.0,114,0.17543859649122806,0
tt0090444,Head of the Class,2.0,1.0,7.5,23.0,114,0.20175438596491227,0
tt0090444,Head of the Class,2.0,3.0,7.7,25.0,114,0.21929824561403508,0
tt0090444,Head of the Class,2.0,5.0,7.2,27.0,114,0.23684210526315788,0
tt0090444,Head of the Class,2.0,7.0,7.4,29.0,114,0.2543859649122807,0
tt0090444,Head of the Class,2.0,10.0,7.6,32.0,114,0.2807017543859649,0
tt0090444,Head of the Class,2.0,12.0,6.9,34.0,114,0.2982456140350877,0
tt0090444,Head of the Class,2.0,14.0,7.5,36.0,114,0.3157894736842105,0
tt0090444,Head of the Class,2.0,16.0,7.6,38.0,114,0.3333333333333333,0
tt0090444,Head of the Class,2.0,18.0,7.3,40.0,114,0.3508771929824561,0
tt0090444,Head of the Class,2.0,21.0,7.5,43.0,114,0.37719298245614036,0
tt0090444,Head of the Class,3.0,1.0,6.8,45.0,114,0.39473684210526316,0
