"Method","mse","se_mse"
"MC NNM",35.329536184454,1.58482055425044
"IPS",5.58485243318605,0.997470312102289
"Factor Model Estimator",252.659031871476,3.70008344252219
"R1COMP",0.594060365845384,0.223733702090482
"ORACLE",0.0509612063368031,0.0317167973351317
